id,geo,measurements,harmful,low,average,health_score,
750,"MULTIPOLYGON(((-87.6162675146 41.6498220869, -87.6168798999 41.6490415944, -87.6180872762 41.6490491139, -87.6186822975 41.6498371263, -87.6180699256 41.6506176285, -87.61686252 41.6506101086, -87.6162675146 41.6498220869)))",8,0,100,0,null
789,"MULTIPOLYGON(((-87.5456455174 41.6485755001, -87.5462587371 41.6477953909, -87.5474660706 41.6478036519, -87.5480602146 41.6485920227, -87.5474470078 41.6493721415, -87.546239645 41.64936388, -87.5456455174 41.6485755001)))",386,0,95.33678756476684,6.05959,null
791,"MULTIPOLYGON(((-87.5420234755 41.6485506211, -87.5426367384 41.6477705316, -87.5438440707 41.6477788307, -87.5444381697 41.6485672198, -87.54382492 41.6493473189, -87.5426175585 41.6493390194, -87.5420234755 41.6485506211)))",516,0,100,5.58333,null
792,"MULTIPOLYGON(((-87.5402028372 41.6493223822, -87.5408161296 41.6485423028, -87.5420234755 41.6485506211, -87.5426175585 41.6493390194, -87.5420042802 41.6501191085, -87.540796905 41.6501107897, -87.5402028372 41.6493223822)))",351,0,100,5.45584,null
793,"MULTIPOLYGON(((-87.5384014383 41.648525628, -87.5390147446 41.6477455582, -87.5402220757 41.6477538953, -87.5408161296 41.6485423028, -87.5402028372 41.6493223822, -87.5389954768 41.6493140446, -87.5384014383 41.648525628)))",350,0,100,4.89429,null
819,"MULTIPOLYGON(((-87.8535218899 41.6518416482, -87.8541314431 41.651059876, -87.85533891 41.6510649036, -87.8559368527 41.6518517037, -87.8553273137 41.6526334854, -87.8541198175 41.6526284576, -87.8535218899 41.6518416482)))",6,0,0,17.6933,null
820,"MULTIPOLYGON(((-87.8517048272 41.6526183638, -87.8523144094 41.6518366014, -87.8535218899 41.6518416482, -87.8541198175 41.6526284576, -87.8535102492 41.6534102295, -87.8523027395 41.6534051824, -87.8517048272 41.6526183638)))",3,0,0,16.7833,null
950,"MULTIPOLYGON(((-87.6162501194 41.6513906008, -87.61686252 41.6506101086, -87.6180699256 41.6506176285, -87.6186649608 41.651405641, -87.6180525737 41.6521861427, -87.6168451388 41.6521786224, -87.6162501194 41.6513906008)))",12,0,100,0,null
988,"MULTIPOLYGON(((-87.5474279435 41.6509406307, -87.5480411657 41.6501605123, -87.5492485439 41.650168755, -87.5498427301 41.6509571166, -87.5492295227 41.6517372447, -87.5480221152 41.6517290015, -87.5474279435 41.6509406307)))",311,0,98.39228295819936,7.22187,null
989,"MULTIPOLYGON(((-87.5456264099 41.6501439888, -87.546239645 41.64936388, -87.5474470078 41.6493721415, -87.5480411657 41.6501605123, -87.5474279435 41.6509406307, -87.5462205514 41.6509323687, -87.5456264099 41.6501439888)))",560,0,100,3.72321,null
991,"MULTIPOLYGON(((-87.5420042802 41.6501191085, -87.5426175585 41.6493390194, -87.54382492 41.6493473189, -87.544419033 41.650135708, -87.5438057679 41.6509158068, -87.5425983771 41.6509075067, -87.5420042802 41.6501191085)))",214,0,100,5.35514,null
992,"MULTIPOLYGON(((-87.5401835972 41.6508908687, -87.540796905 41.6501107897, -87.5420042802 41.6501191085, -87.5425983771 41.6509075067, -87.5419850834 41.6516875954, -87.5407776789 41.6516792761, -87.5401835972 41.6508908687)))",314,0,100,5.00955,null
993,"MULTIPOLYGON(((-87.5383821551 41.650094114, -87.5389954768 41.6493140446, -87.5402028372 41.6493223822, -87.540796905 41.6501107897, -87.5401835972 41.6508908687, -87.5389762075 41.6508825306, -87.5383821551 41.650094114)))",359,0,100,5.68245,null
1019,"MULTIPOLYGON(((-87.8535102492 41.6534102295, -87.8541198175 41.6526284576, -87.8553273137 41.6526334854, -87.8559252706 41.6534202855, -87.8553157165 41.6542020669, -87.854108191 41.6541970387, -87.8535102492 41.6534102295)))",7,0,0,16.3371,null
1020,"MULTIPOLYGON(((-87.8516931421 41.6541869444, -87.8523027395 41.6534051824, -87.8535102492 41.6534102295, -87.854108191 41.6541970387, -87.8534986076 41.6549788103, -87.8522910686 41.654973763, -87.8516931421 41.6541869444)))",2,0,0,15.5,null
1150,"MULTIPOLYGON(((-87.6162327228 41.6529591141, -87.6168451388 41.6521786224, -87.6180525737 41.6521861427, -87.6186476228 41.6529741552, -87.6180352203 41.6537546565, -87.6168277561 41.6537471358, -87.6162327228 41.6529591141)))",14,0,100,0,null
1153,"MULTIPOLYGON(((-87.6108079698 41.6521408306, -87.6114204427 41.6513603682, -87.6126278612 41.6513679453, -87.6132228357 41.6521559854, -87.6126103767 41.6529364575, -87.611402929 41.6529288799, -87.6108079698 41.6521408306)))",1,0,0,12.9,13.331
1157,"MULTIPOLYGON(((-87.6035633819 41.652095062, -87.6041759413 41.6513146388, -87.605383357 41.6513222921, -87.6059782423 41.6521103689, -87.6053656968 41.6528908017, -87.6041582519 41.652883148, -87.6035633819 41.652095062)))",325,0,47.07692307692308,14.7701,12.778
1158,"MULTIPOLYGON(((-87.601743363 41.6528678026, -87.6023559526 41.6520873895, -87.6035633819 41.652095062, -87.6041582519 41.652883148, -87.6035456771 41.6536635708, -87.6023382185 41.6536558979, -87.601743363 41.6528678026)))",983,4.27263479145473,40.59003051881994,16.3216,12.778
1186,"MULTIPOLYGON(((-87.5510311459 41.6525338306, -87.5516443394 41.651753693, -87.5528517493 41.6517618981, -87.5534459941 41.6525502413, -87.5528328145 41.6533303886, -87.5516253753 41.6533221831, -87.5510311459 41.6525338306)))",174,0,100,9.07471,null
1187,"MULTIPOLYGON(((-87.5492295227 41.6517372447, -87.5498427301 41.6509571166, -87.5510501239 41.6509653405, -87.5516443394 41.651753693, -87.5510311459 41.6525338306, -87.5498237228 41.6525256063, -87.5492295227 41.6517372447)))",302,0,100,6.68212,null
1188,"MULTIPOLYGON(((-87.5474088777 41.6525091194, -87.5480221152 41.6517290015, -87.5492295227 41.6517372447, -87.5498237228 41.6525256063, -87.5492105001 41.6533057339, -87.5480030633 41.6532974902, -87.5474088777 41.6525091194)))",1,0,100,4.73,7.779
1189,"MULTIPOLYGON(((-87.5456073009 41.6517124771, -87.5462205514 41.6509323687, -87.5474279435 41.6509406307, -87.5480221152 41.6517290015, -87.5474088777 41.6525091194, -87.5462014563 41.652500857, -87.5456073009 41.6517124771)))",712,0,95.50561797752809,2.3132,null
1190,"MULTIPOLYGON(((-87.5437866142 41.6524842941, -87.5443998947 41.6517041959, -87.5456073009 41.6517124771, -87.5462014563 41.652500857, -87.5455881904 41.6532809649, -87.5443807549 41.6532726833, -87.5437866142 41.6524842941)))",239,0,100,1.38075,null
1191,"MULTIPOLYGON(((-87.5419850834 41.6516875954, -87.5425983771 41.6509075067, -87.5438057679 41.6509158068, -87.5443998947 41.6517041959, -87.5437866142 41.6524842941, -87.5425791941 41.6524759937, -87.5419850834 41.6516875954)))",190,0,100,4.16316,null
1192,"MULTIPOLYGON(((-87.5401643557 41.6524593547, -87.5407776789 41.6516792761, -87.5419850834 41.6516875954, -87.5425791941 41.6524759937, -87.541965885 41.6532560819, -87.5407584513 41.6532477621, -87.5401643557 41.6524593547)))",348,0,100,4.17241,null
1193,"MULTIPOLYGON(((-87.5383628704 41.6516625996, -87.5389762075 41.6508825306, -87.5401835972 41.6508908687, -87.5407776789 41.6516792761, -87.5401643557 41.6524593547, -87.5389569367 41.6524510162, -87.5383628704 41.6516625996)))",1512,0,100,4.59722,null
1194,"MULTIPOLYGON(((-87.5365421013 41.6524343011, -87.5371554675 41.6516542422, -87.5383628704 41.6516625996, -87.5389569367 41.6524510162, -87.5383435842 41.6532310847, -87.537136152 41.6532227269, -87.5365421013 41.6524343011)))",394,0,100,2.86802,null
1195,"MULTIPOLYGON(((-87.5347406623 41.6516374896, -87.5353540423 41.6508574404, -87.5365614307 41.6508658165, -87.5371554675 41.6516542422, -87.5365421013 41.6524343011, -87.5353346837 41.6524259245, -87.5347406623 41.6516374896)))",702,0,100,3.31054,null
1196,"MULTIPOLYGON(((-87.5329198514 41.6524091334, -87.5335332607 41.6516290942, -87.5347406623 41.6516374896, -87.5353346837 41.6524259245, -87.5347212882 41.6532059733, -87.5335138573 41.6531975775, -87.5329198514 41.6524091334)))",173,0,100,2.98844,null
1219,"MULTIPOLYGON(((-87.8534986076 41.6549788103, -87.854108191 41.6541970387, -87.8553157165 41.6542020669, -87.8559136876 41.6549888668, -87.8553041184 41.6557706479, -87.8540965636 41.6557656195, -87.8534986076 41.6549788103)))",8,0,0,16.3213,null
1350,"MULTIPOLYGON(((-87.6162153248 41.6545276271, -87.6168277561 41.6537471358, -87.6180352203 41.6537546565, -87.6186302834 41.6545426689, -87.6180178656 41.6553231699, -87.6168103721 41.6553156487, -87.6162153248 41.6545276271)))",13,0,100,0,null
1357,"MULTIPOLYGON(((-87.6035456771 41.6536635708, -87.6041582519 41.652883148, -87.6053656968 41.6528908017, -87.605960596 41.6536788786, -87.6053480352 41.6544593109, -87.604140561 41.6544516568, -87.6035456771 41.6536635708)))",869,23.590333716915996,37.39930955120828,21.6237,12.778
1358,"MULTIPOLYGON(((-87.6017256136 41.6544363106, -87.6023382185 41.6536558979, -87.6035456771 41.6536635708, -87.604140561 41.6544516568, -87.6035279709 41.6552320791, -87.602320483 41.6552244058, -87.6017256136 41.6544363106)))",5659,2.632974023679095,57.289273723272665,13.0646,12.778
1359,"MULTIPOLYGON(((-87.5999233015 41.653640514, -87.6005359197 41.6528601109, -87.601743363 41.6528678026, -87.6023382185 41.6536558979, -87.6017256136 41.6544363106, -87.600518141 41.6544286184, -87.5999233015 41.653640514)))",374,1.0695187165775402,43.31550802139037,15.0535,12.778
1360,"MULTIPOLYGON(((-87.5981031971 41.6544131961, -87.5987158443 41.653632803, -87.5999233015 41.653640514, -87.600518141 41.6544286184, -87.5999055075 41.6552090211, -87.598698021 41.6552013097, -87.5981031971 41.6544131961)))",19,0,100,7.1579,null
1361,"MULTIPOLYGON(((-87.5963009304 41.6536173431, -87.5969135916 41.6528369596, -87.5981210344 41.6528446894, -87.5987158443 41.653632803, -87.5981031971 41.6544131961, -87.596895725 41.6544054659, -87.5963009304 41.6536173431)))",42,0,100,6.85714,null
1362,"MULTIPOLYGON(((-87.5944807839 41.6543899674, -87.5950934744 41.653609594, -87.5963009304 41.6536173431, -87.596895725 41.6544054659, -87.5962830485 41.6551858489, -87.5950755632 41.6551780994, -87.5944807839 41.6543899674)))",51,0,100,6.4902,null
1368,"MULTIPOLYGON(((-87.5836135705 41.6543195966, -87.5842263906 41.6535392822, -87.5854338428 41.6535471454, -87.5860285037 41.6543353233, -87.5854156973 41.6551156474, -87.5842082158 41.6551077838, -87.5836135705 41.6543195966)))",11360,0,57.67605633802817,11.8306,10.048
1369,"MULTIPOLYGON(((-87.5818114888 41.6535235179, -87.5824243229 41.6527432131, -87.5836317592 41.6527510951, -87.5842263906 41.6535392822, -87.5836135705 41.6543195966, -87.5824061048 41.6543117142, -87.5818114888 41.6535235179)))",604,0,84.10596026490066,7.57641,10.048
1386,"MULTIPOLYGON(((-87.5510121664 41.6541023203, -87.5516253753 41.6533221831, -87.5528328145 41.6533303886, -87.5534270732 41.6541187319, -87.5528138782 41.6548988787, -87.5516064097 41.6548906727, -87.5510121664 41.6541023203)))",19,0,84.21052631578948,10.4211,null
1387,"MULTIPOLYGON(((-87.5492105001 41.6533057339, -87.5498237228 41.6525256063, -87.5510311459 41.6525338306, -87.5516253753 41.6533221831, -87.5510121664 41.6541023203, -87.5498047141 41.6540940955, -87.5492105001 41.6533057339)))",186,0,95.6989247311828,5.53763,null
1388,"MULTIPOLYGON(((-87.5473898103 41.6540776077, -87.5480030633 41.6532974902, -87.5492105001 41.6533057339, -87.5498047141 41.6540940955, -87.5491914759 41.6548742226, -87.5479840098 41.6548659785, -87.5473898103 41.6540776077)))",242,0,100,4.48591,7.779
1389,"MULTIPOLYGON(((-87.5455881904 41.6532809649, -87.5462014563 41.652500857, -87.5474088777 41.6525091194, -87.5480030633 41.6532974902, -87.5473898103 41.6540776077, -87.5461823597 41.6540693449, -87.5455881904 41.6532809649)))",4704,0,80.25085034013605,5.9853,8.24
1390,"MULTIPOLYGON(((-87.543767459 41.6540527811, -87.5443807549 41.6532726833, -87.5455881904 41.6532809649, -87.5461823597 41.6540693449, -87.5455690783 41.6548494523, -87.5443616136 41.6548411702, -87.543767459 41.6540527811)))",370,0,100,1.90122,8.24
1391,"MULTIPOLYGON(((-87.541965885 41.6532560819, -87.5425791941 41.6524759937, -87.5437866142 41.6524842941, -87.5443807549 41.6532726833, -87.543767459 41.6540527811, -87.5425600096 41.6540444802, -87.541965885 41.6532560819)))",287,0,100,2.23749,8.24
1392,"MULTIPOLYGON(((-87.5401451126 41.6540278403, -87.5407584513 41.6532477621, -87.541965885 41.6532560819, -87.5425600096 41.6540444802, -87.5419466851 41.6548245679, -87.5407392221 41.6548162477, -87.5401451126 41.6540278403)))",247,0,100,2.38907,8.24
1393,"MULTIPOLYGON(((-87.5383435842 41.6532310847, -87.5389569367 41.6524510162, -87.5401643557 41.6524593547, -87.5407584513 41.6532477621, -87.5401451126 41.6540278403, -87.5389376644 41.6540195013, -87.5383435842 41.6532310847)))",392,0,100,6.14043,8.24
1394,"MULTIPOLYGON(((-87.5365227704 41.6540027853, -87.537136152 41.6532227269, -87.5383435842 41.6532310847, -87.5389376644 41.6540195013, -87.5383242965 41.6547995693, -87.537116835 41.6547912111, -87.5365227704 41.6540027853)))",675,0,100,3.51259,null
1395,"MULTIPOLYGON(((-87.5347212882 41.6532059733, -87.5353346837 41.6524259245, -87.5365421013 41.6524343011, -87.537136152 41.6532227269, -87.5365227704 41.6540027853, -87.5353153235 41.6539944083, -87.5347212882 41.6532059733)))",804,0,100,3.67413,null
1396,"MULTIPOLYGON(((-87.5329004326 41.6539776162, -87.5335138573 41.6531975775, -87.5347212882 41.6532059733, -87.5353153235 41.6539944083, -87.5347019126 41.6547744566, -87.5334944524 41.6547660603, -87.5329004326 41.6539776162)))",1043,0,100,4.00575,null
1397,"MULTIPOLYGON(((-87.5310989966 41.6531807478, -87.5317124361 41.6524007188, -87.5329198514 41.6524091334, -87.5335138573 41.6531975775, -87.5329004326 41.6539776162, -87.531692988 41.6539692011, -87.5310989966 41.6531807478)))",882,0,100,3.6746,null
1398,"MULTIPOLYGON(((-87.5292780996 41.653952333, -87.5298915675 41.653172314, -87.5310989966 41.6531807478, -87.531692988 41.6539692011, -87.5310795331 41.6547492298, -87.5298720747 41.6547407954, -87.5292780996 41.653952333)))",1015,0,100,3.78621,null
1399,"MULTIPOLYGON(((-87.5274767099 41.6531554082, -87.5280901923 41.6523753989, -87.5292976062 41.6523838515, -87.5298915675 41.653172314, -87.5292780996 41.653952333, -87.5280706564 41.6539438799, -87.5274767099 41.6531554082)))",963,0,100,3.919,null
1400,"MULTIPOLYGON(((-87.525655771 41.6539269356, -87.5262692821 41.6531469363, -87.5274767099 41.6531554082, -87.5280706564 41.6539438799, -87.5274571585 41.6547238888, -87.5262497014 41.6547154164, -87.525655771 41.6539269356)))",20,0,100,4.15,null
1419,"MULTIPOLYGON(((-87.8534869651 41.6565473907, -87.8540965636 41.6557656195, -87.8553041184 41.6557706479, -87.8559021037 41.6565574478, -87.8552925193 41.6573392285, -87.8540849353 41.6573341998, -87.8534869651 41.6565473907)))",9,0,0,15.2167,null
1550,"MULTIPOLYGON(((-87.6161979255 41.6560961396, -87.6168103721 41.6553156487, -87.6180178656 41.6553231699, -87.6186129426 41.6561111823, -87.6180005095 41.6568916829, -87.6167929867 41.6568841614, -87.6161979255 41.6560961396)))",10,0,100,0,null
1557,"MULTIPOLYGON(((-87.6035279709 41.6552320791, -87.604140561 41.6544516568, -87.6053480352 41.6544593109, -87.6059429484 41.6552473878, -87.6053303723 41.6560278197, -87.6041228688 41.6560201652, -87.6035279709 41.6552320791)))",149,0,54.36241610738255,12.4176,12.778
1558,"MULTIPOLYGON(((-87.6017078628 41.6560048181, -87.602320483 41.6552244058, -87.6035279709 41.6552320791, -87.6041228688 41.6560201652, -87.6035102633 41.6568005872, -87.6023027461 41.6567929135, -87.6017078628 41.6560048181)))",497,0,91.95171026156942,6.71525,12.778
1560,"MULTIPOLYGON(((-87.5980853584 41.6559817023, -87.598698021 41.6552013097, -87.5999055075 41.6552090211, -87.6005003609 41.6559971255, -87.599887712 41.6567775279, -87.5986801962 41.6567698161, -87.5980853584 41.6559817023)))",14,0,100,8.88714,12.778
1562,"MULTIPOLYGON(((-87.5944628573 41.6559584724, -87.5950755632 41.6551780994, -87.5962830485 41.6551858489, -87.596877857 41.6559739717, -87.5962651651 41.6567543544, -87.5950576505 41.6567466046, -87.5944628573 41.6559584724)))",17,0,100,7.47059,null
1563,"MULTIPOLYGON(((-87.5926605935 41.6551625625, -87.5932733142 41.6543821992, -87.5944807839 41.6543899674, -87.5950755632 41.6551780994, -87.5944628573 41.6559584724, -87.5932553583 41.6559507037, -87.5926605935 41.6551625625)))",40,0,100,6.55,null
1564,"MULTIPOLYGON(((-87.5908403608 41.6559351283, -87.5914531098 41.655154775, -87.5926605935 41.6551625625, -87.5932553583 41.6559507037, -87.5926426223 41.6567310668, -87.5914351093 41.6567232789, -87.5908403608 41.6559351283)))",24,0,100,7.33333,null
1565,"MULTIPOLYGON(((-87.589038143 41.655139162, -87.5896509067 41.6543588183, -87.5908583752 41.6543666246, -87.5914531098 41.655154775, -87.5908403608 41.6559351283, -87.5896328629 41.6559273216, -87.589038143 41.655139162)))",34,0,100,9.35294,null
1566,"MULTIPOLYGON(((-87.5872178683 41.6559116701, -87.5878306606 41.6551313365, -87.589038143 41.655139162, -87.5896328629 41.6559273216, -87.5890200839 41.656707665, -87.5878125722 41.656699839, -87.5872178683 41.6559116701)))",2869,0.5925409550365981,12.617636807249912,14.4897,13.331
1567,"MULTIPOLYGON(((-87.5854156973 41.6551156474, -87.5860285037 41.6543353233, -87.5872359706 41.6543431677, -87.5878306606 41.6551313365, -87.5872178683 41.6559116701, -87.5860103721 41.6559038253, -87.5854156973 41.6551156474)))",14,0,100,5.91857,13.331
1587,"MULTIPOLYGON(((-87.5491914759 41.6548742226, -87.5498047141 41.6540940955, -87.5510121664 41.6541023203, -87.5516064097 41.6548906727, -87.5509931854 41.6556708095, -87.5497857038 41.6556625842, -87.5491914759 41.6548742226)))",182,0,100,4.54736,7.779
1588,"MULTIPOLYGON(((-87.5473707415 41.6556460956, -87.5479840098 41.6548659785, -87.5491914759 41.6548742226, -87.5497857038 41.6556625842, -87.5491724502 41.6564427111, -87.5479649549 41.6564344666, -87.5473707415 41.6556460956)))",257,0,100,4.74144,7.779
1589,"MULTIPOLYGON(((-87.5455690783 41.6548494523, -87.5461823597 41.6540693449, -87.5473898103 41.6540776077, -87.5479840098 41.6548659785, -87.5473707415 41.6556460956, -87.5461632615 41.6556378323, -87.5455690783 41.6548494523)))",541,0,94.63955637707949,2.18111,8.24
1590,"MULTIPOLYGON(((-87.5437483023 41.6556212676, -87.5443616136 41.6548411702, -87.5455690783 41.6548494523, -87.5461632615 41.6556378323, -87.5455499648 41.6564179395, -87.5443424707 41.6564096569, -87.5437483023 41.6556212676)))",62,0,100,0.403226,null
1593,"MULTIPOLYGON(((-87.5383242965 41.6547995693, -87.5389376644 41.6540195013, -87.5401451126 41.6540278403, -87.5407392221 41.6548162477, -87.5401258681 41.6555963254, -87.5389183905 41.655587986, -87.5383242965 41.6547995693)))",524,0,100,3.60408,8.24
1594,"MULTIPOLYGON(((-87.536503438 41.6555712691, -87.537116835 41.6547912111, -87.5383242965 41.6547995693, -87.5389183905 41.655587986, -87.5383050072 41.6563680537, -87.5370975164 41.6563596951, -87.536503438 41.6555712691)))",98,0,100,4,null
1598,"MULTIPOLYGON(((-87.5292585914 41.655520814, -87.5298720747 41.6547407954, -87.5310795331 41.6547492298, -87.5316735385 41.6555376831, -87.5310600681 41.6563177114, -87.5298525804 41.6563092766, -87.5292585914 41.655520814)))",743,0,100,3.34724,null
1599,"MULTIPOLYGON(((-87.5274571585 41.6547238888, -87.5280706564 41.6539438799, -87.5292780996 41.653952333, -87.5298720747 41.6547407954, -87.5292585914 41.655520814, -87.5280511189 41.6555123604, -87.5274571585 41.6547238888)))",663,0,100,3.66968,null
1619,"MULTIPOLYGON(((-87.8534753216 41.6581159708, -87.8540849353 41.6573341998, -87.8552925193 41.6573392285, -87.8558905188 41.6581260284, -87.8552809194 41.6589078088, -87.854073306 41.6589027798, -87.8534753216 41.6581159708)))",9,0,0,14.3178,null
1750,"MULTIPOLYGON(((-87.6161805247 41.6576646518, -87.6167929867 41.6568841614, -87.6180005095 41.6568916829, -87.6185956005 41.6576796953, -87.617983152 41.6584601954, -87.6167755999 41.6584526734, -87.6161805247 41.6576646518)))",10,0,100,0,null
1753,"MULTIPOLYGON(((-87.6107553784 41.6568463634, -87.6113678974 41.656065902, -87.6125754036 41.6560734805, -87.61317042 41.6568615206, -87.612557915 41.6576419914, -87.6113503795 41.6576344126, -87.6107553784 41.6568463634)))",1999,0.1500750375187594,53.27663831915958,13.3587,null
1754,"MULTIPOLYGON(((-87.6089353093 41.6576192169, -87.6095478575 41.6568387657, -87.6107553784 41.6568463634, -87.6113503795 41.6576344126, -87.6107378452 41.6584148734, -87.609530295 41.6584072753, -87.6089353093 41.6576192169)))",4823,0,23.740410532863365,17.4843,13.884
1755,"MULTIPOLYGON(((-87.6071328189 41.6568235324, -87.6077453811 41.6560430907, -87.6089528858 41.6560507071, -87.6095478575 41.6568387657, -87.6089353093 41.6576192169, -87.6077277753 41.6576116, -87.6071328189 41.6568235324)))",1696,0,36.615566037735846,14.957,13.331
1756,"MULTIPOLYGON(((-87.6053127079 41.6575963282, -87.6059252994 41.6568158967, -87.6071328189 41.6568235324, -87.6077277753 41.6576116, -87.6071151978 41.6583920411, -87.605907649 41.658384405, -87.6053127079 41.6575963282)))",551,0,5.626134301270417,22.4564,13.331
1757,"MULTIPOLYGON(((-87.6035102633 41.6568005872, -87.6041228688 41.6560201652, -87.6053303723 41.6560278197, -87.6059252994 41.6568158967, -87.6053127079 41.6575963282, -87.6041051751 41.6575886733, -87.6035102633 41.6568005872)))",349,0,64.18338108882521,11.9808,13.331
1758,"MULTIPOLYGON(((-87.6016901105 41.6575733253, -87.6023027461 41.6567929135, -87.6035102633 41.6568005872, -87.6041051751 41.6575886733, -87.6034925543 41.6583690947, -87.6022850078 41.6583614205, -87.6016901105 41.6575733253)))",1015,0,97.63546798029557,7.60375,13.331
