id,geometry
167,"POLYGON ((-87.65724973704823 41.94618597240056, -87.66556927662089 41.94138268398876, -87.66556927662089 41.93177610716515, -87.65724973704823 41.92697281875335, -87.64893019747558 41.93177610716515, -87.64893019747558 41.94138268398876, -87.65724973704823 41.94618597240056))"
168,"POLYGON ((-87.64061065790293 41.94618597240056, -87.64893019747558 41.94138268398876, -87.64893019747558 41.93177610716515, -87.64061065790293 41.92697281875335, -87.63229111833027 41.93177610716515, -87.63229111833027 41.94138268398876, -87.64061065790293 41.94618597240056))"
169,"POLYGON ((-87.62397157875762 41.94618597240056, -87.63229111833027 41.94138268398876, -87.63229111833027 41.93177610716515, -87.62397157875762 41.92697281875335, -87.61565203918497 41.93177610716515, -87.61565203918497 41.94138268398876, -87.62397157875762 41.94618597240056))"
170,"POLYGON ((-87.60733249961231 41.94618597240056, -87.61565203918497 41.94138268398876, -87.61565203918497 41.93177610716515, -87.60733249961231 41.92697281875335, -87.59901296003966 41.93177610716515, -87.59901296003966 41.94138268398876, -87.60733249961231 41.94618597240056))"
171,"POLYGON ((-87.59069342046701 41.94618597240056, -87.59901296003966 41.94138268398876, -87.59901296003966 41.93177610716515, -87.59069342046701 41.92697281875335, -87.58237388089435 41.93177610716515, -87.58237388089435 41.94138268398876, -87.59069342046701 41.94618597240056))"
172,"POLYGON ((-87.5740543413217 41.94618597240056, -87.58237388089435 41.94138268398876, -87.58237388089435 41.93177610716515, -87.5740543413217 41.92697281875335, -87.56573480174904 41.93177610716515, -87.56573480174904 41.94138268398876, -87.5740543413217 41.94618597240056))"
173,"POLYGON ((-87.55741526217639 41.94618597240056, -87.56573480174904 41.94138268398876, -87.56573480174904 41.93177610716515, -87.55741526217639 41.92697281875335, -87.54909572260374 41.93177610716515, -87.54909572260374 41.94138268398876, -87.55741526217639 41.94618597240056))"
174,"POLYGON ((-87.54077618303108 41.94618597240056, -87.54909572260374 41.94138268398876, -87.54909572260374 41.93177610716515, -87.54077618303108 41.92697281875335, -87.53245664345843 41.93177610716515, -87.53245664345843 41.94138268398876, -87.54077618303108 41.94618597240056))"
175,"POLYGON ((-87.9317945429458 41.93177610716516, -87.94011408251845 41.92697281875336, -87.94011408251845 41.91736624192974, -87.9317945429458 41.91256295351794, -87.92347500337314 41.91736624192974, -87.92347500337314 41.92697281875336, -87.9317945429458 41.93177610716516))"
176,"POLYGON ((-87.91515546380049 41.93177610716516, -87.92347500337314 41.92697281875336, -87.92347500337314 41.91736624192974, -87.91515546380049 41.91256295351794, -87.90683592422783 41.91736624192974, -87.90683592422783 41.92697281875336, -87.91515546380049 41.93177610716516))"
177,"POLYGON ((-87.89851638465518 41.93177610716516, -87.90683592422783 41.92697281875336, -87.90683592422783 41.91736624192974, -87.89851638465518 41.91256295351794, -87.89019684508253 41.91736624192974, -87.89019684508253 41.92697281875336, -87.89851638465518 41.93177610716516))"
178,"POLYGON ((-87.88187730550987 41.93177610716516, -87.89019684508253 41.92697281875336, -87.89019684508253 41.91736624192974, -87.88187730550987 41.91256295351794, -87.87355776593722 41.91736624192974, -87.87355776593722 41.92697281875336, -87.88187730550987 41.93177610716516))"
179,"POLYGON ((-87.86523822636457 41.93177610716516, -87.87355776593722 41.92697281875336, -87.87355776593722 41.91736624192974, -87.86523822636457 41.91256295351794, -87.85691868679191 41.91736624192974, -87.85691868679191 41.92697281875336, -87.86523822636457 41.93177610716516))"
180,"POLYGON ((-87.84859914721926 41.93177610716516, -87.85691868679191 41.92697281875336, -87.85691868679191 41.91736624192974, -87.84859914721926 41.91256295351794, -87.84027960764661 41.91736624192974, -87.84027960764661 41.92697281875336, -87.84859914721926 41.93177610716516))"
181,"POLYGON ((-87.83196006807395 41.93177610716516, -87.84027960764661 41.92697281875336, -87.84027960764661 41.91736624192974, -87.83196006807395 41.91256295351794, -87.8236405285013 41.91736624192974, -87.8236405285013 41.92697281875336, -87.83196006807395 41.93177610716516))"
182,"POLYGON ((-87.81532098892865 41.93177610716516, -87.8236405285013 41.92697281875336, -87.8236405285013 41.91736624192974, -87.81532098892865 41.91256295351794, -87.80700144935599 41.91736624192974, -87.80700144935599 41.92697281875336, -87.81532098892865 41.93177610716516))"
183,"POLYGON ((-87.79868190978334 41.93177610716516, -87.80700144935599 41.92697281875336, -87.80700144935599 41.91736624192974, -87.79868190978334 41.91256295351794, -87.79036237021069 41.91736624192974, -87.79036237021069 41.92697281875336, -87.79868190978334 41.93177610716516))"
184,"POLYGON ((-87.78204283063803 41.93177610716516, -87.79036237021069 41.92697281875336, -87.79036237021069 41.91736624192974, -87.78204283063803 41.91256295351794, -87.77372329106538 41.91736624192974, -87.77372329106538 41.92697281875336, -87.78204283063803 41.93177610716516))"
185,"POLYGON ((-87.76540375149273 41.93177610716516, -87.77372329106538 41.92697281875336, -87.77372329106538 41.91736624192974, -87.76540375149273 41.91256295351794, -87.75708421192007 41.91736624192974, -87.75708421192007 41.92697281875336, -87.76540375149273 41.93177610716516))"
186,"POLYGON ((-87.74876467234742 41.93177610716516, -87.75708421192007 41.92697281875336, -87.75708421192007 41.91736624192974, -87.74876467234742 41.91256295351794, -87.74044513277477 41.91736624192974, -87.74044513277477 41.92697281875336, -87.74876467234742 41.93177610716516))"
187,"POLYGON ((-87.73212559320211 41.93177610716516, -87.74044513277477 41.92697281875336, -87.74044513277477 41.91736624192974, -87.73212559320211 41.91256295351794, -87.72380605362946 41.91736624192974, -87.72380605362946 41.92697281875336, -87.73212559320211 41.93177610716516))"
188,"POLYGON ((-87.71548651405681 41.93177610716516, -87.72380605362946 41.92697281875336, -87.72380605362946 41.91736624192974, -87.71548651405681 41.91256295351794, -87.70716697448415 41.91736624192974, -87.70716697448415 41.92697281875336, -87.71548651405681 41.93177610716516))"
189,"POLYGON ((-87.6988474349115 41.93177610716516, -87.70716697448415 41.92697281875336, -87.70716697448415 41.91736624192974, -87.6988474349115 41.91256295351794, -87.69052789533885 41.91736624192974, -87.69052789533885 41.92697281875336, -87.6988474349115 41.93177610716516))"
190,"POLYGON ((-87.68220835576619 41.93177610716516, -87.69052789533885 41.92697281875336, -87.69052789533885 41.91736624192974, -87.68220835576619 41.91256295351794, -87.67388881619354 41.91736624192974, -87.67388881619354 41.92697281875336, -87.68220835576619 41.93177610716516))"
191,"POLYGON ((-87.66556927662089 41.93177610716516, -87.67388881619354 41.92697281875336, -87.67388881619354 41.91736624192974, -87.66556927662089 41.91256295351794, -87.65724973704823 41.91736624192974, -87.65724973704823 41.92697281875336, -87.66556927662089 41.93177610716516))"
192,"POLYGON ((-87.64893019747558 41.93177610716516, -87.65724973704823 41.92697281875336, -87.65724973704823 41.91736624192974, -87.64893019747558 41.91256295351794, -87.64061065790293 41.91736624192974, -87.64061065790293 41.92697281875336, -87.64893019747558 41.93177610716516))"
193,"POLYGON ((-87.63229111833027 41.93177610716516, -87.64061065790293 41.92697281875336, -87.64061065790293 41.91736624192974, -87.63229111833027 41.91256295351794, -87.62397157875762 41.91736624192974, -87.62397157875762 41.92697281875336, -87.63229111833027 41.93177610716516))"
194,"POLYGON ((-87.61565203918497 41.93177610716516, -87.62397157875762 41.92697281875336, -87.62397157875762 41.91736624192974, -87.61565203918497 41.91256295351794, -87.60733249961231 41.91736624192974, -87.60733249961231 41.92697281875336, -87.61565203918497 41.93177610716516))"
195,"POLYGON ((-87.59901296003966 41.93177610716516, -87.60733249961231 41.92697281875336, -87.60733249961231 41.91736624192974, -87.59901296003966 41.91256295351794, -87.59069342046701 41.91736624192974, -87.59069342046701 41.92697281875336, -87.59901296003966 41.93177610716516))"
196,"POLYGON ((-87.58237388089435 41.93177610716516, -87.59069342046701 41.92697281875336, -87.59069342046701 41.91736624192974, -87.58237388089435 41.91256295351794, -87.5740543413217 41.91736624192974, -87.5740543413217 41.92697281875336, -87.58237388089435 41.93177610716516))"
197,"POLYGON ((-87.56573480174904 41.93177610716516, -87.5740543413217 41.92697281875336, -87.5740543413217 41.91736624192974, -87.56573480174904 41.91256295351794, -87.55741526217639 41.91736624192974, -87.55741526217639 41.92697281875336, -87.56573480174904 41.93177610716516))"
198,"POLYGON ((-87.54909572260374 41.93177610716516, -87.55741526217639 41.92697281875336, -87.55741526217639 41.91736624192974, -87.54909572260374 41.91256295351794, -87.54077618303108 41.91736624192974, -87.54077618303108 41.92697281875336, -87.54909572260374 41.93177610716516))"
199,"POLYGON ((-87.53245664345843 41.93177610716516, -87.54077618303108 41.92697281875336, -87.54077618303108 41.91736624192974, -87.53245664345843 41.91256295351794, -87.52413710388578 41.91736624192974, -87.52413710388578 41.92697281875336, -87.53245664345843 41.93177610716516))"
200,"POLYGON ((-87.94011408251845 41.91736624192974, -87.9484336220911 41.91256295351794, -87.9484336220911 41.90295637669433, -87.94011408251845 41.89815308828253, -87.9317945429458 41.90295637669433, -87.9317945429458 41.91256295351794, -87.94011408251845 41.91736624192974))"
201,"POLYGON ((-87.92347500337314 41.91736624192974, -87.9317945429458 41.91256295351794, -87.9317945429458 41.90295637669433, -87.92347500337314 41.89815308828253, -87.91515546380049 41.90295637669433, -87.91515546380049 41.91256295351794, -87.92347500337314 41.91736624192974))"
202,"POLYGON ((-87.90683592422783 41.91736624192974, -87.91515546380049 41.91256295351794, -87.91515546380049 41.90295637669433, -87.90683592422783 41.89815308828253, -87.89851638465518 41.90295637669433, -87.89851638465518 41.91256295351794, -87.90683592422783 41.91736624192974))"
203,"POLYGON ((-87.89019684508253 41.91736624192974, -87.89851638465518 41.91256295351794, -87.89851638465518 41.90295637669433, -87.89019684508253 41.89815308828253, -87.88187730550987 41.90295637669433, -87.88187730550987 41.91256295351794, -87.89019684508253 41.91736624192974))"
204,"POLYGON ((-87.87355776593722 41.91736624192974, -87.88187730550987 41.91256295351794, -87.88187730550987 41.90295637669433, -87.87355776593722 41.89815308828253, -87.86523822636457 41.90295637669433, -87.86523822636457 41.91256295351794, -87.87355776593722 41.91736624192974))"
205,"POLYGON ((-87.85691868679191 41.91736624192974, -87.86523822636457 41.91256295351794, -87.86523822636457 41.90295637669433, -87.85691868679191 41.89815308828253, -87.84859914721926 41.90295637669433, -87.84859914721926 41.91256295351794, -87.85691868679191 41.91736624192974))"
206,"POLYGON ((-87.84027960764661 41.91736624192974, -87.84859914721926 41.91256295351794, -87.84859914721926 41.90295637669433, -87.84027960764661 41.89815308828253, -87.83196006807395 41.90295637669433, -87.83196006807395 41.91256295351794, -87.84027960764661 41.91736624192974))"
207,"POLYGON ((-87.8236405285013 41.91736624192974, -87.83196006807395 41.91256295351794, -87.83196006807395 41.90295637669433, -87.8236405285013 41.89815308828253, -87.81532098892865 41.90295637669433, -87.81532098892865 41.91256295351794, -87.8236405285013 41.91736624192974))"
208,"POLYGON ((-87.80700144935599 41.91736624192974, -87.81532098892865 41.91256295351794, -87.81532098892865 41.90295637669433, -87.80700144935599 41.89815308828253, -87.79868190978334 41.90295637669433, -87.79868190978334 41.91256295351794, -87.80700144935599 41.91736624192974))"
209,"POLYGON ((-87.79036237021069 41.91736624192974, -87.79868190978334 41.91256295351794, -87.79868190978334 41.90295637669433, -87.79036237021069 41.89815308828253, -87.78204283063803 41.90295637669433, -87.78204283063803 41.91256295351794, -87.79036237021069 41.91736624192974))"
210,"POLYGON ((-87.77372329106538 41.91736624192974, -87.78204283063803 41.91256295351794, -87.78204283063803 41.90295637669433, -87.77372329106538 41.89815308828253, -87.76540375149273 41.90295637669433, -87.76540375149273 41.91256295351794, -87.77372329106538 41.91736624192974))"
211,"POLYGON ((-87.75708421192007 41.91736624192974, -87.76540375149273 41.91256295351794, -87.76540375149273 41.90295637669433, -87.75708421192007 41.89815308828253, -87.74876467234742 41.90295637669433, -87.74876467234742 41.91256295351794, -87.75708421192007 41.91736624192974))"
212,"POLYGON ((-87.74044513277477 41.91736624192974, -87.74876467234742 41.91256295351794, -87.74876467234742 41.90295637669433, -87.74044513277477 41.89815308828253, -87.73212559320211 41.90295637669433, -87.73212559320211 41.91256295351794, -87.74044513277477 41.91736624192974))"
213,"POLYGON ((-87.72380605362946 41.91736624192974, -87.73212559320211 41.91256295351794, -87.73212559320211 41.90295637669433, -87.72380605362946 41.89815308828253, -87.71548651405681 41.90295637669433, -87.71548651405681 41.91256295351794, -87.72380605362946 41.91736624192974))"
214,"POLYGON ((-87.70716697448415 41.91736624192974, -87.71548651405681 41.91256295351794, -87.71548651405681 41.90295637669433, -87.70716697448415 41.89815308828253, -87.6988474349115 41.90295637669433, -87.6988474349115 41.91256295351794, -87.70716697448415 41.91736624192974))"
215,"POLYGON ((-87.69052789533885 41.91736624192974, -87.6988474349115 41.91256295351794, -87.6988474349115 41.90295637669433, -87.69052789533885 41.89815308828253, -87.68220835576619 41.90295637669433, -87.68220835576619 41.91256295351794, -87.69052789533885 41.91736624192974))"
216,"POLYGON ((-87.67388881619354 41.91736624192974, -87.68220835576619 41.91256295351794, -87.68220835576619 41.90295637669433, -87.67388881619354 41.89815308828253, -87.66556927662089 41.90295637669433, -87.66556927662089 41.91256295351794, -87.67388881619354 41.91736624192974))"
217,"POLYGON ((-87.65724973704823 41.91736624192974, -87.66556927662089 41.91256295351794, -87.66556927662089 41.90295637669433, -87.65724973704823 41.89815308828253, -87.64893019747558 41.90295637669433, -87.64893019747558 41.91256295351794, -87.65724973704823 41.91736624192974))"
218,"POLYGON ((-87.64061065790293 41.91736624192974, -87.64893019747558 41.91256295351794, -87.64893019747558 41.90295637669433, -87.64061065790293 41.89815308828253, -87.63229111833027 41.90295637669433, -87.63229111833027 41.91256295351794, -87.64061065790293 41.91736624192974))"
219,"POLYGON ((-87.62397157875762 41.91736624192974, -87.63229111833027 41.91256295351794, -87.63229111833027 41.90295637669433, -87.62397157875762 41.89815308828253, -87.61565203918497 41.90295637669433, -87.61565203918497 41.91256295351794, -87.62397157875762 41.91736624192974))"
220,"POLYGON ((-87.60733249961231 41.91736624192974, -87.61565203918497 41.91256295351794, -87.61565203918497 41.90295637669433, -87.60733249961231 41.89815308828253, -87.59901296003966 41.90295637669433, -87.59901296003966 41.91256295351794, -87.60733249961231 41.91736624192974))"
221,"POLYGON ((-87.59069342046701 41.91736624192974, -87.59901296003966 41.91256295351794, -87.59901296003966 41.90295637669433, -87.59069342046701 41.89815308828253, -87.58237388089435 41.90295637669433, -87.58237388089435 41.91256295351794, -87.59069342046701 41.91736624192974))"
222,"POLYGON ((-87.5740543413217 41.91736624192974, -87.58237388089435 41.91256295351794, -87.58237388089435 41.90295637669433, -87.5740543413217 41.89815308828253, -87.56573480174904 41.90295637669433, -87.56573480174904 41.91256295351794, -87.5740543413217 41.91736624192974))"
223,"POLYGON ((-87.55741526217639 41.91736624192974, -87.56573480174904 41.91256295351794, -87.56573480174904 41.90295637669433, -87.55741526217639 41.89815308828253, -87.54909572260374 41.90295637669433, -87.54909572260374 41.91256295351794, -87.55741526217639 41.91736624192974))"
224,"POLYGON ((-87.54077618303108 41.91736624192974, -87.54909572260374 41.91256295351794, -87.54909572260374 41.90295637669433, -87.54077618303108 41.89815308828253, -87.53245664345843 41.90295637669433, -87.53245664345843 41.91256295351794, -87.54077618303108 41.91736624192974))"
225,"POLYGON ((-87.9317945429458 41.90295637669433, -87.94011408251845 41.89815308828253, -87.94011408251845 41.88854651145892, -87.9317945429458 41.88374322304712, -87.92347500337314 41.88854651145892, -87.92347500337314 41.89815308828253, -87.9317945429458 41.90295637669433))"
226,"POLYGON ((-87.91515546380049 41.90295637669433, -87.92347500337314 41.89815308828253, -87.92347500337314 41.88854651145892, -87.91515546380049 41.88374322304712, -87.90683592422783 41.88854651145892, -87.90683592422783 41.89815308828253, -87.91515546380049 41.90295637669433))"
227,"POLYGON ((-87.89851638465518 41.90295637669433, -87.90683592422783 41.89815308828253, -87.90683592422783 41.88854651145892, -87.89851638465518 41.88374322304712, -87.89019684508253 41.88854651145892, -87.89019684508253 41.89815308828253, -87.89851638465518 41.90295637669433))"
228,"POLYGON ((-87.88187730550987 41.90295637669433, -87.89019684508253 41.89815308828253, -87.89019684508253 41.88854651145892, -87.88187730550987 41.88374322304712, -87.87355776593722 41.88854651145892, -87.87355776593722 41.89815308828253, -87.88187730550987 41.90295637669433))"
229,"POLYGON ((-87.86523822636457 41.90295637669433, -87.87355776593722 41.89815308828253, -87.87355776593722 41.88854651145892, -87.86523822636457 41.88374322304712, -87.85691868679191 41.88854651145892, -87.85691868679191 41.89815308828253, -87.86523822636457 41.90295637669433))"
230,"POLYGON ((-87.84859914721926 41.90295637669433, -87.85691868679191 41.89815308828253, -87.85691868679191 41.88854651145892, -87.84859914721926 41.88374322304712, -87.84027960764661 41.88854651145892, -87.84027960764661 41.89815308828253, -87.84859914721926 41.90295637669433))"
231,"POLYGON ((-87.83196006807395 41.90295637669433, -87.84027960764661 41.89815308828253, -87.84027960764661 41.88854651145892, -87.83196006807395 41.88374322304712, -87.8236405285013 41.88854651145892, -87.8236405285013 41.89815308828253, -87.83196006807395 41.90295637669433))"
232,"POLYGON ((-87.81532098892865 41.90295637669433, -87.8236405285013 41.89815308828253, -87.8236405285013 41.88854651145892, -87.81532098892865 41.88374322304712, -87.80700144935599 41.88854651145892, -87.80700144935599 41.89815308828253, -87.81532098892865 41.90295637669433))"
233,"POLYGON ((-87.79868190978334 41.90295637669433, -87.80700144935599 41.89815308828253, -87.80700144935599 41.88854651145892, -87.79868190978334 41.88374322304712, -87.79036237021069 41.88854651145892, -87.79036237021069 41.89815308828253, -87.79868190978334 41.90295637669433))"
234,"POLYGON ((-87.78204283063803 41.90295637669433, -87.79036237021069 41.89815308828253, -87.79036237021069 41.88854651145892, -87.78204283063803 41.88374322304712, -87.77372329106538 41.88854651145892, -87.77372329106538 41.89815308828253, -87.78204283063803 41.90295637669433))"
235,"POLYGON ((-87.76540375149273 41.90295637669433, -87.77372329106538 41.89815308828253, -87.77372329106538 41.88854651145892, -87.76540375149273 41.88374322304712, -87.75708421192007 41.88854651145892, -87.75708421192007 41.89815308828253, -87.76540375149273 41.90295637669433))"
236,"POLYGON ((-87.74876467234742 41.90295637669433, -87.75708421192007 41.89815308828253, -87.75708421192007 41.88854651145892, -87.74876467234742 41.88374322304712, -87.74044513277477 41.88854651145892, -87.74044513277477 41.89815308828253, -87.74876467234742 41.90295637669433))"
237,"POLYGON ((-87.73212559320211 41.90295637669433, -87.74044513277477 41.89815308828253, -87.74044513277477 41.88854651145892, -87.73212559320211 41.88374322304712, -87.72380605362946 41.88854651145892, -87.72380605362946 41.89815308828253, -87.73212559320211 41.90295637669433))"
238,"POLYGON ((-87.71548651405681 41.90295637669433, -87.72380605362946 41.89815308828253, -87.72380605362946 41.88854651145892, -87.71548651405681 41.88374322304712, -87.70716697448415 41.88854651145892, -87.70716697448415 41.89815308828253, -87.71548651405681 41.90295637669433))"
239,"POLYGON ((-87.6988474349115 41.90295637669433, -87.70716697448415 41.89815308828253, -87.70716697448415 41.88854651145892, -87.6988474349115 41.88374322304712, -87.69052789533885 41.88854651145892, -87.69052789533885 41.89815308828253, -87.6988474349115 41.90295637669433))"
240,"POLYGON ((-87.68220835576619 41.90295637669433, -87.69052789533885 41.89815308828253, -87.69052789533885 41.88854651145892, -87.68220835576619 41.88374322304712, -87.67388881619354 41.88854651145892, -87.67388881619354 41.89815308828253, -87.68220835576619 41.90295637669433))"
241,"POLYGON ((-87.66556927662089 41.90295637669433, -87.67388881619354 41.89815308828253, -87.67388881619354 41.88854651145892, -87.66556927662089 41.88374322304712, -87.65724973704823 41.88854651145892, -87.65724973704823 41.89815308828253, -87.66556927662089 41.90295637669433))"
242,"POLYGON ((-87.64893019747558 41.90295637669433, -87.65724973704823 41.89815308828253, -87.65724973704823 41.88854651145892, -87.64893019747558 41.88374322304712, -87.64061065790293 41.88854651145892, -87.64061065790293 41.89815308828253, -87.64893019747558 41.90295637669433))"
243,"POLYGON ((-87.63229111833027 41.90295637669433, -87.64061065790293 41.89815308828253, -87.64061065790293 41.88854651145892, -87.63229111833027 41.88374322304712, -87.62397157875762 41.88854651145892, -87.62397157875762 41.89815308828253, -87.63229111833027 41.90295637669433))"
244,"POLYGON ((-87.61565203918497 41.90295637669433, -87.62397157875762 41.89815308828253, -87.62397157875762 41.88854651145892, -87.61565203918497 41.88374322304712, -87.60733249961231 41.88854651145892, -87.60733249961231 41.89815308828253, -87.61565203918497 41.90295637669433))"
245,"POLYGON ((-87.59901296003966 41.90295637669433, -87.60733249961231 41.89815308828253, -87.60733249961231 41.88854651145892, -87.59901296003966 41.88374322304712, -87.59069342046701 41.88854651145892, -87.59069342046701 41.89815308828253, -87.59901296003966 41.90295637669433))"
246,"POLYGON ((-87.58237388089435 41.90295637669433, -87.59069342046701 41.89815308828253, -87.59069342046701 41.88854651145892, -87.58237388089435 41.88374322304712, -87.5740543413217 41.88854651145892, -87.5740543413217 41.89815308828253, -87.58237388089435 41.90295637669433))"
247,"POLYGON ((-87.56573480174904 41.90295637669433, -87.5740543413217 41.89815308828253, -87.5740543413217 41.88854651145892, -87.56573480174904 41.88374322304712, -87.55741526217639 41.88854651145892, -87.55741526217639 41.89815308828253, -87.56573480174904 41.90295637669433))"
248,"POLYGON ((-87.54909572260374 41.90295637669433, -87.55741526217639 41.89815308828253, -87.55741526217639 41.88854651145892, -87.54909572260374 41.88374322304712, -87.54077618303108 41.88854651145892, -87.54077618303108 41.89815308828253, -87.54909572260374 41.90295637669433))"
249,"POLYGON ((-87.53245664345843 41.90295637669433, -87.54077618303108 41.89815308828253, -87.54077618303108 41.88854651145892, -87.53245664345843 41.88374322304712, -87.52413710388578 41.88854651145892, -87.52413710388578 41.89815308828253, -87.53245664345843 41.90295637669433))"
250,"POLYGON ((-87.94011408251845 41.88854651145892, -87.9484336220911 41.88374322304712, -87.9484336220911 41.8741366462235, -87.94011408251845 41.8693333578117, -87.9317945429458 41.8741366462235, -87.9317945429458 41.88374322304712, -87.94011408251845 41.88854651145892))"
251,"POLYGON ((-87.92347500337314 41.88854651145892, -87.9317945429458 41.88374322304712, -87.9317945429458 41.8741366462235, -87.92347500337314 41.8693333578117, -87.91515546380049 41.8741366462235, -87.91515546380049 41.88374322304712, -87.92347500337314 41.88854651145892))"
252,"POLYGON ((-87.90683592422783 41.88854651145892, -87.91515546380049 41.88374322304712, -87.91515546380049 41.8741366462235, -87.90683592422783 41.8693333578117, -87.89851638465518 41.8741366462235, -87.89851638465518 41.88374322304712, -87.90683592422783 41.88854651145892))"
253,"POLYGON ((-87.89019684508253 41.88854651145892, -87.89851638465518 41.88374322304712, -87.89851638465518 41.8741366462235, -87.89019684508253 41.8693333578117, -87.88187730550987 41.8741366462235, -87.88187730550987 41.88374322304712, -87.89019684508253 41.88854651145892))"
254,"POLYGON ((-87.87355776593722 41.88854651145892, -87.88187730550987 41.88374322304712, -87.88187730550987 41.8741366462235, -87.87355776593722 41.8693333578117, -87.86523822636457 41.8741366462235, -87.86523822636457 41.88374322304712, -87.87355776593722 41.88854651145892))"
255,"POLYGON ((-87.85691868679191 41.88854651145892, -87.86523822636457 41.88374322304712, -87.86523822636457 41.8741366462235, -87.85691868679191 41.8693333578117, -87.84859914721926 41.8741366462235, -87.84859914721926 41.88374322304712, -87.85691868679191 41.88854651145892))"
256,"POLYGON ((-87.84027960764661 41.88854651145892, -87.84859914721926 41.88374322304712, -87.84859914721926 41.8741366462235, -87.84027960764661 41.8693333578117, -87.83196006807395 41.8741366462235, -87.83196006807395 41.88374322304712, -87.84027960764661 41.88854651145892))"
257,"POLYGON ((-87.8236405285013 41.88854651145892, -87.83196006807395 41.88374322304712, -87.83196006807395 41.8741366462235, -87.8236405285013 41.8693333578117, -87.81532098892865 41.8741366462235, -87.81532098892865 41.88374322304712, -87.8236405285013 41.88854651145892))"
258,"POLYGON ((-87.80700144935599 41.88854651145892, -87.81532098892865 41.88374322304712, -87.81532098892865 41.8741366462235, -87.80700144935599 41.8693333578117, -87.79868190978334 41.8741366462235, -87.79868190978334 41.88374322304712, -87.80700144935599 41.88854651145892))"
259,"POLYGON ((-87.79036237021069 41.88854651145892, -87.79868190978334 41.88374322304712, -87.79868190978334 41.8741366462235, -87.79036237021069 41.8693333578117, -87.78204283063803 41.8741366462235, -87.78204283063803 41.88374322304712, -87.79036237021069 41.88854651145892))"
260,"POLYGON ((-87.77372329106538 41.88854651145892, -87.78204283063803 41.88374322304712, -87.78204283063803 41.8741366462235, -87.77372329106538 41.8693333578117, -87.76540375149273 41.8741366462235, -87.76540375149273 41.88374322304712, -87.77372329106538 41.88854651145892))"
261,"POLYGON ((-87.75708421192007 41.88854651145892, -87.76540375149273 41.88374322304712, -87.76540375149273 41.8741366462235, -87.75708421192007 41.8693333578117, -87.74876467234742 41.8741366462235, -87.74876467234742 41.88374322304712, -87.75708421192007 41.88854651145892))"
262,"POLYGON ((-87.74044513277477 41.88854651145892, -87.74876467234742 41.88374322304712, -87.74876467234742 41.8741366462235, -87.74044513277477 41.8693333578117, -87.73212559320211 41.8741366462235, -87.73212559320211 41.88374322304712, -87.74044513277477 41.88854651145892))"
263,"POLYGON ((-87.72380605362946 41.88854651145892, -87.73212559320211 41.88374322304712, -87.73212559320211 41.8741366462235, -87.72380605362946 41.8693333578117, -87.71548651405681 41.8741366462235, -87.71548651405681 41.88374322304712, -87.72380605362946 41.88854651145892))"
264,"POLYGON ((-87.70716697448415 41.88854651145892, -87.71548651405681 41.88374322304712, -87.71548651405681 41.8741366462235, -87.70716697448415 41.8693333578117, -87.6988474349115 41.8741366462235, -87.6988474349115 41.88374322304712, -87.70716697448415 41.88854651145892))"
265,"POLYGON ((-87.69052789533885 41.88854651145892, -87.6988474349115 41.88374322304712, -87.6988474349115 41.8741366462235, -87.69052789533885 41.8693333578117, -87.68220835576619 41.8741366462235, -87.68220835576619 41.88374322304712, -87.69052789533885 41.88854651145892))"
266,"POLYGON ((-87.67388881619354 41.88854651145892, -87.68220835576619 41.88374322304712, -87.68220835576619 41.8741366462235, -87.67388881619354 41.8693333578117, -87.66556927662089 41.8741366462235, -87.66556927662089 41.88374322304712, -87.67388881619354 41.88854651145892))"
267,"POLYGON ((-87.65724973704823 41.88854651145892, -87.66556927662089 41.88374322304712, -87.66556927662089 41.8741366462235, -87.65724973704823 41.8693333578117, -87.64893019747558 41.8741366462235, -87.64893019747558 41.88374322304712, -87.65724973704823 41.88854651145892))"
268,"POLYGON ((-87.64061065790293 41.88854651145892, -87.64893019747558 41.88374322304712, -87.64893019747558 41.8741366462235, -87.64061065790293 41.8693333578117, -87.63229111833027 41.8741366462235, -87.63229111833027 41.88374322304712, -87.64061065790293 41.88854651145892))"
269,"POLYGON ((-87.62397157875762 41.88854651145892, -87.63229111833027 41.88374322304712, -87.63229111833027 41.8741366462235, -87.62397157875762 41.8693333578117, -87.61565203918497 41.8741366462235, -87.61565203918497 41.88374322304712, -87.62397157875762 41.88854651145892))"
270,"POLYGON ((-87.60733249961231 41.88854651145892, -87.61565203918497 41.88374322304712, -87.61565203918497 41.8741366462235, -87.60733249961231 41.8693333578117, -87.59901296003966 41.8741366462235, -87.59901296003966 41.88374322304712, -87.60733249961231 41.88854651145892))"
271,"POLYGON ((-87.59069342046701 41.88854651145892, -87.59901296003966 41.88374322304712, -87.59901296003966 41.8741366462235, -87.59069342046701 41.8693333578117, -87.58237388089435 41.8741366462235, -87.58237388089435 41.88374322304712, -87.59069342046701 41.88854651145892))"
272,"POLYGON ((-87.5740543413217 41.88854651145892, -87.58237388089435 41.88374322304712, -87.58237388089435 41.8741366462235, -87.5740543413217 41.8693333578117, -87.56573480174904 41.8741366462235, -87.56573480174904 41.88374322304712, -87.5740543413217 41.88854651145892))"
