id,geometry
1191,"MULTIPOLYGON (((-87.54198508339999 41.6516875954, -87.54259837710001 41.6509075067, -87.5438057679 41.6509158068, -87.54439989470001 41.6517041959, -87.5437866142 41.6524842941, -87.5425791941 41.6524759937, -87.54198508339999 41.6516875954)))"
1192,"MULTIPOLYGON (((-87.5401643557 41.6524593547, -87.5407776789 41.6516792761, -87.54198508339999 41.6516875954, -87.5425791941 41.6524759937, -87.541965885 41.6532560819, -87.54075845129999 41.6532477621, -87.5401643557 41.6524593547)))"
1193,"MULTIPOLYGON (((-87.53836287039999 41.6516625996, -87.5389762075 41.6508825306, -87.5401835972 41.6508908687, -87.5407776789 41.6516792761, -87.5401643557 41.6524593547, -87.5389569367 41.6524510162, -87.53836287039999 41.6516625996)))"
1194,"MULTIPOLYGON (((-87.5365421013 41.6524343011, -87.5371554675 41.6516542422, -87.53836287039999 41.6516625996, -87.5389569367 41.6524510162, -87.53834358420001 41.6532310847, -87.537136152 41.6532227269, -87.5365421013 41.6524343011)))"
1195,"MULTIPOLYGON (((-87.5347406623 41.6516374896, -87.5353540423 41.6508574404, -87.5365614307 41.6508658165, -87.5371554675 41.6516542422, -87.5365421013 41.6524343011, -87.5353346837 41.6524259245, -87.5347406623 41.6516374896)))"
1196,"MULTIPOLYGON (((-87.5329198514 41.6524091334, -87.5335332607 41.6516290942, -87.5347406623 41.6516374896, -87.5353346837 41.6524259245, -87.5347212882 41.6532059733, -87.53351385729999 41.6531975775, -87.5329198514 41.6524091334)))"
1219,"MULTIPOLYGON (((-87.8534986076 41.6549788103, -87.85410819099999 41.6541970387, -87.8553157165 41.6542020669, -87.85591368759999 41.6549888668, -87.8553041184 41.6557706479, -87.8540965636 41.6557656195, -87.8534986076 41.6549788103)))"
1350,"MULTIPOLYGON (((-87.6162153248 41.6545276271, -87.61682775609999 41.6537471358, -87.6180352203 41.6537546565, -87.61863028339999 41.6545426689, -87.6180178656 41.6553231699, -87.61681037210001 41.6553156487, -87.6162153248 41.6545276271)))"
1357,"MULTIPOLYGON (((-87.6035456771 41.6536635708, -87.6041582519 41.652883148, -87.60536569680001 41.6528908017, -87.605960596 41.6536788786, -87.6053480352 41.6544593109, -87.60414056099999 41.6544516568, -87.6035456771 41.6536635708)))"
1358,"MULTIPOLYGON (((-87.6017256136 41.6544363106, -87.60233821849999 41.6536558979, -87.6035456771 41.6536635708, -87.60414056099999 41.6544516568, -87.6035279709 41.6552320791, -87.602320483 41.6552244058, -87.6017256136 41.6544363106)))"
1359,"MULTIPOLYGON (((-87.5999233015 41.653640514, -87.60053591969999 41.6528601109, -87.601743363 41.6528678026, -87.60233821849999 41.6536558979, -87.6017256136 41.6544363106, -87.60051814099999 41.6544286184, -87.5999233015 41.653640514)))"
1360,"MULTIPOLYGON (((-87.5981031971 41.6544131961, -87.5987158443 41.653632803, -87.5999233015 41.653640514, -87.60051814099999 41.6544286184, -87.5999055075 41.6552090211, -87.598698021 41.6552013097, -87.5981031971 41.6544131961)))"
1361,"MULTIPOLYGON (((-87.59630093040001 41.6536173431, -87.5969135916 41.6528369596, -87.59812103439999 41.6528446894, -87.5987158443 41.653632803, -87.5981031971 41.6544131961, -87.596895725 41.6544054659, -87.59630093040001 41.6536173431)))"
1362,"MULTIPOLYGON (((-87.5944807839 41.6543899674, -87.5950934744 41.653609594, -87.59630093040001 41.6536173431, -87.596895725 41.6544054659, -87.5962830485 41.6551858489, -87.5950755632 41.6551780994, -87.5944807839 41.6543899674)))"
1368,"MULTIPOLYGON (((-87.58361357050001 41.6543195966, -87.58422639059999 41.6535392822, -87.5854338428 41.6535471454, -87.58602850370001 41.6543353233, -87.58541569729999 41.6551156474, -87.5842082158 41.6551077838, -87.58361357050001 41.6543195966)))"
1369,"MULTIPOLYGON (((-87.5818114888 41.6535235179, -87.5824243229 41.6527432131, -87.5836317592 41.6527510951, -87.58422639059999 41.6535392822, -87.58361357050001 41.6543195966, -87.5824061048 41.6543117142, -87.5818114888 41.6535235179)))"
1386,"MULTIPOLYGON (((-87.5510121664 41.6541023203, -87.55162537530001 41.6533221831, -87.55283281449999 41.6533303886, -87.5534270732 41.6541187319, -87.5528138782 41.6548988787, -87.5516064097 41.6548906727, -87.5510121664 41.6541023203)))"
1387,"MULTIPOLYGON (((-87.5492105001 41.6533057339, -87.5498237228 41.6525256063, -87.5510311459 41.6525338306, -87.55162537530001 41.6533221831, -87.5510121664 41.6541023203, -87.54980471410001 41.6540940955, -87.5492105001 41.6533057339)))"
1388,"MULTIPOLYGON (((-87.5473898103 41.6540776077, -87.5480030633 41.6532974902, -87.5492105001 41.6533057339, -87.54980471410001 41.6540940955, -87.5491914759 41.6548742226, -87.5479840098 41.6548659785, -87.5473898103 41.6540776077)))"
1389,"MULTIPOLYGON (((-87.5455881904 41.6532809649, -87.5462014563 41.652500857, -87.54740887769999 41.6525091194, -87.5480030633 41.6532974902, -87.5473898103 41.6540776077, -87.5461823597 41.6540693449, -87.5455881904 41.6532809649)))"
1390,"MULTIPOLYGON (((-87.54376745899999 41.6540527811, -87.5443807549 41.6532726833, -87.5455881904 41.6532809649, -87.5461823597 41.6540693449, -87.54556907830001 41.6548494523, -87.5443616136 41.6548411702, -87.54376745899999 41.6540527811)))"
1391,"MULTIPOLYGON (((-87.541965885 41.6532560819, -87.5425791941 41.6524759937, -87.5437866142 41.6524842941, -87.5443807549 41.6532726833, -87.54376745899999 41.6540527811, -87.5425600096 41.6540444802, -87.541965885 41.6532560819)))"
1392,"MULTIPOLYGON (((-87.5401451126 41.6540278403, -87.54075845129999 41.6532477621, -87.541965885 41.6532560819, -87.5425600096 41.6540444802, -87.5419466851 41.6548245679, -87.5407392221 41.6548162477, -87.5401451126 41.6540278403)))"
1393,"MULTIPOLYGON (((-87.53834358420001 41.6532310847, -87.5389569367 41.6524510162, -87.5401643557 41.6524593547, -87.54075845129999 41.6532477621, -87.5401451126 41.6540278403, -87.5389376644 41.6540195013, -87.53834358420001 41.6532310847)))"
1394,"MULTIPOLYGON (((-87.5365227704 41.6540027853, -87.537136152 41.6532227269, -87.53834358420001 41.6532310847, -87.5389376644 41.6540195013, -87.53832429649999 41.6547995693, -87.53711683500001 41.6547912111, -87.5365227704 41.6540027853)))"
1395,"MULTIPOLYGON (((-87.5347212882 41.6532059733, -87.5353346837 41.6524259245, -87.5365421013 41.6524343011, -87.537136152 41.6532227269, -87.5365227704 41.6540027853, -87.5353153235 41.6539944083, -87.5347212882 41.6532059733)))"
1396,"MULTIPOLYGON (((-87.5329004326 41.6539776162, -87.53351385729999 41.6531975775, -87.5347212882 41.6532059733, -87.5353153235 41.6539944083, -87.5347019126 41.6547744566, -87.53349445240001 41.6547660603, -87.5329004326 41.6539776162)))"
1397,"MULTIPOLYGON (((-87.53109899659999 41.6531807478, -87.53171243609999 41.6524007188, -87.5329198514 41.6524091334, -87.53351385729999 41.6531975775, -87.5329004326 41.6539776162, -87.531692988 41.6539692011, -87.53109899659999 41.6531807478)))"
1398,"MULTIPOLYGON (((-87.52927809960001 41.653952333, -87.5298915675 41.653172314, -87.53109899659999 41.6531807478, -87.531692988 41.6539692011, -87.5310795331 41.6547492298, -87.52987207469999 41.6547407954, -87.52927809960001 41.653952333)))"
1399,"MULTIPOLYGON (((-87.5274767099 41.6531554082, -87.5280901923 41.6523753989, -87.5292976062 41.6523838515, -87.5298915675 41.653172314, -87.52927809960001 41.653952333, -87.5280706564 41.6539438799, -87.5274767099 41.6531554082)))"
1400,"MULTIPOLYGON (((-87.525655771 41.6539269356, -87.5262692821 41.6531469363, -87.5274767099 41.6531554082, -87.5280706564 41.6539438799, -87.5274571585 41.6547238888, -87.5262497014 41.6547154164, -87.525655771 41.6539269356)))"
1419,"MULTIPOLYGON (((-87.8534869651 41.6565473907, -87.8540965636 41.6557656195, -87.8553041184 41.6557706479, -87.8559021037 41.6565574478, -87.85529251929999 41.6573392285, -87.85408493529999 41.6573341998, -87.8534869651 41.6565473907)))"
1550,"MULTIPOLYGON (((-87.6161979255 41.6560961396, -87.61681037210001 41.6553156487, -87.6180178656 41.6553231699, -87.6186129426 41.6561111823, -87.61800050950001 41.6568916829, -87.61679298670001 41.6568841614, -87.6161979255 41.6560961396)))"
1557,"MULTIPOLYGON (((-87.6035279709 41.6552320791, -87.60414056099999 41.6544516568, -87.6053480352 41.6544593109, -87.6059429484 41.6552473878, -87.6053303723 41.6560278197, -87.6041228688 41.6560201652, -87.6035279709 41.6552320791)))"
1558,"MULTIPOLYGON (((-87.6017078628 41.6560048181, -87.602320483 41.6552244058, -87.6035279709 41.6552320791, -87.6041228688 41.6560201652, -87.6035102633 41.6568005872, -87.60230274609999 41.6567929135, -87.6017078628 41.6560048181)))"
1560,"MULTIPOLYGON (((-87.5980853584 41.6559817023, -87.598698021 41.6552013097, -87.5999055075 41.6552090211, -87.6005003609 41.6559971255, -87.599887712 41.6567775279, -87.59868019619999 41.6567698161, -87.5980853584 41.6559817023)))"
1562,"MULTIPOLYGON (((-87.5944628573 41.6559584724, -87.5950755632 41.6551780994, -87.5962830485 41.6551858489, -87.596877857 41.6559739717, -87.59626516509999 41.6567543544, -87.5950576505 41.6567466046, -87.5944628573 41.6559584724)))"
1563,"MULTIPOLYGON (((-87.5926605935 41.6551625625, -87.5932733142 41.6543821992, -87.5944807839 41.6543899674, -87.5950755632 41.6551780994, -87.5944628573 41.6559584724, -87.5932553583 41.6559507037, -87.5926605935 41.6551625625)))"
1564,"MULTIPOLYGON (((-87.5908403608 41.6559351283, -87.5914531098 41.655154775, -87.5926605935 41.6551625625, -87.5932553583 41.6559507037, -87.5926426223 41.6567310668, -87.59143510929999 41.6567232789, -87.5908403608 41.6559351283)))"
1565,"MULTIPOLYGON (((-87.589038143 41.655139162, -87.5896509067 41.6543588183, -87.5908583752 41.6543666246, -87.5914531098 41.655154775, -87.5908403608 41.6559351283, -87.5896328629 41.6559273216, -87.589038143 41.655139162)))"
1566,"MULTIPOLYGON (((-87.5872178683 41.6559116701, -87.58783066060001 41.6551313365, -87.589038143 41.655139162, -87.5896328629 41.6559273216, -87.5890200839 41.656707665, -87.58781257219999 41.656699839, -87.5872178683 41.6559116701)))"
1567,"MULTIPOLYGON (((-87.58541569729999 41.6551156474, -87.58602850370001 41.6543353233, -87.58723597060001 41.6543431677, -87.58783066060001 41.6551313365, -87.5872178683 41.6559116701, -87.58601037210001 41.6559038253, -87.58541569729999 41.6551156474)))"
1587,"MULTIPOLYGON (((-87.5491914759 41.6548742226, -87.54980471410001 41.6540940955, -87.5510121664 41.6541023203, -87.5516064097 41.6548906727, -87.5509931854 41.6556708095, -87.5497857038 41.6556625842, -87.5491914759 41.6548742226)))"
1588,"MULTIPOLYGON (((-87.5473707415 41.6556460956, -87.5479840098 41.6548659785, -87.5491914759 41.6548742226, -87.5497857038 41.6556625842, -87.5491724502 41.6564427111, -87.5479649549 41.6564344666, -87.5473707415 41.6556460956)))"
1589,"MULTIPOLYGON (((-87.54556907830001 41.6548494523, -87.5461823597 41.6540693449, -87.5473898103 41.6540776077, -87.5479840098 41.6548659785, -87.5473707415 41.6556460956, -87.5461632615 41.6556378323, -87.54556907830001 41.6548494523)))"
1590,"MULTIPOLYGON (((-87.5437483023 41.6556212676, -87.5443616136 41.6548411702, -87.54556907830001 41.6548494523, -87.5461632615 41.6556378323, -87.5455499648 41.6564179395, -87.5443424707 41.6564096569, -87.5437483023 41.6556212676)))"
1593,"MULTIPOLYGON (((-87.53832429649999 41.6547995693, -87.5389376644 41.6540195013, -87.5401451126 41.6540278403, -87.5407392221 41.6548162477, -87.54012586810001 41.6555963254, -87.5389183905 41.655587986, -87.53832429649999 41.6547995693)))"
1594,"MULTIPOLYGON (((-87.536503438 41.6555712691, -87.53711683500001 41.6547912111, -87.53832429649999 41.6547995693, -87.5389183905 41.655587986, -87.53830500719999 41.6563680537, -87.5370975164 41.6563596951, -87.536503438 41.6555712691)))"
1598,"MULTIPOLYGON (((-87.52925859139999 41.655520814, -87.52987207469999 41.6547407954, -87.5310795331 41.6547492298, -87.5316735385 41.6555376831, -87.5310600681 41.6563177114, -87.5298525804 41.6563092766, -87.52925859139999 41.655520814)))"
1599,"MULTIPOLYGON (((-87.5274571585 41.6547238888, -87.5280706564 41.6539438799, -87.52927809960001 41.653952333, -87.52987207469999 41.6547407954, -87.52925859139999 41.655520814, -87.5280511189 41.6555123604, -87.5274571585 41.6547238888)))"
1619,"MULTIPOLYGON (((-87.8534753216 41.6581159708, -87.85408493529999 41.6573341998, -87.85529251929999 41.6573392285, -87.8558905188 41.6581260284, -87.8552809194 41.6589078088, -87.854073306 41.6589027798, -87.8534753216 41.6581159708)))"
1750,"MULTIPOLYGON (((-87.6161805247 41.6576646518, -87.61679298670001 41.6568841614, -87.61800050950001 41.6568916829, -87.6185956005 41.6576796953, -87.61798315199999 41.6584601954, -87.6167755999 41.6584526734, -87.6161805247 41.6576646518)))"
1753,"MULTIPOLYGON (((-87.6107553784 41.6568463634, -87.6113678974 41.656065902, -87.6125754036 41.6560734805, -87.61317042 41.6568615206, -87.612557915 41.6576419914, -87.6113503795 41.6576344126, -87.6107553784 41.6568463634)))"
1754,"MULTIPOLYGON (((-87.60893530929999 41.6576192169, -87.6095478575 41.6568387657, -87.6107553784 41.6568463634, -87.6113503795 41.6576344126, -87.61073784520001 41.6584148734, -87.609530295 41.6584072753, -87.60893530929999 41.6576192169)))"
1755,"MULTIPOLYGON (((-87.6071328189 41.6568235324, -87.6077453811 41.6560430907, -87.60895288579999 41.6560507071, -87.6095478575 41.6568387657, -87.60893530929999 41.6576192169, -87.60772777530001 41.6576116, -87.6071328189 41.6568235324)))"
1756,"MULTIPOLYGON (((-87.6053127079 41.6575963282, -87.6059252994 41.6568158967, -87.6071328189 41.6568235324, -87.60772777530001 41.6576116, -87.6071151978 41.6583920411, -87.605907649 41.658384405, -87.6053127079 41.6575963282)))"
1757,"MULTIPOLYGON (((-87.6035102633 41.6568005872, -87.6041228688 41.6560201652, -87.6053303723 41.6560278197, -87.6059252994 41.6568158967, -87.6053127079 41.6575963282, -87.6041051751 41.6575886733, -87.6035102633 41.6568005872)))"
1758,"MULTIPOLYGON (((-87.6016901105 41.6575733253, -87.60230274609999 41.6567929135, -87.6035102633 41.6568005872, -87.6041051751 41.6575886733, -87.6034925543 41.6583690947, -87.60228500780001 41.6583614205, -87.6016901105 41.6575733253)))"
1759,"MULTIPOLYGON (((-87.599887712 41.6567775279, -87.6005003609 41.6559971255, -87.6017078628 41.6560048181, -87.60230274609999 41.6567929135, -87.6016901105 41.6575733253, -87.60048257939999 41.6575656323, -87.599887712 41.6567775279)))"
1760,"MULTIPOLYGON (((-87.5980675182 41.6575502083, -87.59868019619999 41.6567698161, -87.599887712 41.6567775279, -87.60048257939999 41.6575656323, -87.5998699151 41.6583460341, -87.59866237 41.6583383219, -87.5980675182 41.6575502083)))"
1761,"MULTIPOLYGON (((-87.59626516509999 41.6567543544, -87.596877857 41.6559739717, -87.5980853584 41.6559817023, -87.59868019619999 41.6567698161, -87.5980675182 41.6575502083, -87.5968599876 41.6575424772, -87.59626516509999 41.6567543544)))"
1787,"MULTIPOLYGON (((-87.5491724502 41.6564427111, -87.5497857038 41.6556625842, -87.5509931854 41.6556708095, -87.5515874426 41.6564591621, -87.550974203 41.6572392984, -87.54976669200001 41.6572310727, -87.5491724502 41.6564427111)))"
1788,"MULTIPOLYGON (((-87.5473516711 41.6572145832, -87.5479649549 41.6564344666, -87.5491724502 41.6564427111, -87.54976669200001 41.6572310727, -87.54915342300001 41.658011199, -87.5479458984 41.658002954, -87.5473516711 41.6572145832)))"
1789,"MULTIPOLYGON (((-87.5455499648 41.6564179395, -87.5461632615 41.6556378323, -87.5473707415 41.6556460956, -87.5479649549 41.6564344666, -87.5473516711 41.6572145832, -87.5461441619 41.6572063194, -87.5455499648 41.6564179395)))"
1790,"MULTIPOLYGON (((-87.543729144 41.6571897538, -87.5443424707 41.6564096569, -87.5455499648 41.6564179395, -87.5461441619 41.6572063194, -87.5455308497 41.657986426, -87.5443233264 41.657978143, -87.543729144 41.6571897538)))"
1793,"MULTIPOLYGON (((-87.53830500719999 41.6563680537, -87.5389183905 41.655587986, -87.54012586810001 41.6555963254, -87.5407199914 41.656384733, -87.54010662189999 41.6571648103, -87.53889911509999 41.6571564704, -87.53830500719999 41.6563680537)))"
1794,"MULTIPOLYGON (((-87.536484104 41.6571397526, -87.5370975164 41.6563596951, -87.53830500719999 41.6563680537, -87.53889911509999 41.6571564704, -87.5382857164 41.6579365375, -87.5370781963 41.6579281784, -87.536484104 41.6571397526)))"
1798,"MULTIPOLYGON (((-87.5292390817 41.6570892947, -87.5298525804 41.6563092766, -87.5310600681 41.6563177114, -87.5316540873 41.6571061647, -87.5310406016 41.6578861924, -87.5298330846 41.6578777572, -87.5292390817 41.6570892947)))"
