big_hexagon_id,thirtymins,harmful,not_harmful,median,mean,max,min,sum,count
191.0,2019-11-20 18:00:00,0.0,0.0,14.0,14.067724867724866,18.0,13.0,13294.0,945.0
191.0,2019-11-20 18:00:00,0.0,1.0,12.0,11.352941176470587,12.0,10.0,3667.0,323.0
191.0,2019-11-21 08:00:00,0.0,0.0,13.0,13.032258064516132,14.0,13.0,404.0,31.0
191.0,2019-11-21 08:00:00,0.0,1.0,10.0,10.125,12.0,9.0,891.0,88.0
191.0,2019-11-21 10:30:00,0.0,0.0,23.0,22.221153846153847,25.0,19.0,2311.0,104.0
191.0,2019-11-23 13:30:00,0.0,0.0,17.0,17.131277533039647,23.0,13.0,19444.0,1135.0
191.0,2019-11-23 13:30:00,0.0,1.0,7.0,7.647887323943663,12.0,6.0,543.0,71.0
191.0,2019-11-23 14:00:00,0.0,0.0,19.0,18.52611111111111,24.0,14.0,33347.0,1800.0
191.0,2019-11-23 14:30:00,0.0,0.0,19.0,18.389240506329113,22.0,14.0,5811.0,316.0
191.0,2019-11-24 12:00:00,0.0,0.0,13.0,13.625,15.0,13.0,1199.0,88.0
191.0,2019-11-24 12:00:00,0.0,1.0,10.0,10.29159802306425,12.0,0.0,6247.0,607.0
191.0,2019-11-24 12:30:00,0.0,0.0,13.0,13.416506717850288,15.0,13.0,6990.0,521.0
191.0,2019-11-24 12:30:00,0.0,1.0,11.0,11.003909304143862,12.0,9.0,14074.0,1279.0
191.0,2019-11-24 13:00:00,0.0,0.0,13.0,13.323624595469255,14.0,13.0,4117.0,309.0
191.0,2019-11-24 13:00:00,0.0,1.0,11.0,10.676727028839702,12.0,7.0,15919.0,1491.0
191.0,2019-11-24 13:30:00,0.0,0.0,14.0,13.748366013071895,18.0,13.0,12621.0,918.0
191.0,2019-11-24 13:30:00,0.0,1.0,11.0,11.253968253968255,12.0,9.0,9926.0,882.0
191.0,2019-11-24 14:00:00,0.0,0.0,14.0,13.687066974595846,16.0,13.0,11853.0,866.0
191.0,2019-11-24 14:00:00,0.0,1.0,12.0,11.35117773019272,12.0,9.0,10602.0,934.0
191.0,2019-11-24 14:30:00,0.0,0.0,13.0,13.281481481481483,14.0,13.0,1793.0,135.0
191.0,2019-11-24 14:30:00,0.0,1.0,11.0,10.632545931758528,12.0,3.0,8102.0,762.0
191.0,2019-11-25 10:30:00,0.0,0.0,15.0,16.167848699763592,23.0,13.0,6839.0,423.0
191.0,2019-11-25 10:30:00,0.0,1.0,11.0,9.685185185185183,12.0,2.0,523.0,54.0
191.0,2019-11-25 11:00:00,0.0,0.0,18.0,18.142201834862387,25.0,14.0,3955.0,218.0
191.0,2019-11-25 16:30:00,0.0,0.0,17.0,20.34250764525994,34.0,13.0,6652.0,327.0
191.0,2019-11-25 16:30:00,0.0,1.0,6.0,6.9,12.0,4.0,276.0,40.0
191.0,2019-12-05 13:30:00,0.0,1.0,2.0,2.5609756097560976,6.0,1.0,420.0,164.0
191.0,2019-12-13 08:00:00,0.0,0.0,15.0,15.961538461538463,21.0,13.0,830.0,52.0
191.0,2019-12-13 08:00:00,0.0,1.0,7.0,7.333333333333332,12.0,5.0,1606.0,219.0
191.0,2019-12-13 08:30:00,0.0,1.0,7.0,6.8181818181818175,8.0,6.0,225.0,33.0
191.0,2019-12-13 10:30:00,0.0,0.0,17.0,17.169696969696968,21.0,13.0,2833.0,165.0
191.0,2019-12-13 10:30:00,0.0,1.0,8.0,7.891156462585035,12.0,3.0,6960.0,882.0
191.0,2019-12-20 08:00:00,0.0,0.0,25.0,24.50833333333333,31.0,14.0,2941.0,120.0
191.0,2019-12-20 08:00:00,0.0,1.0,12.0,12.0,12.0,12.0,36.0,3.0
191.0,2019-12-20 08:30:00,0.0,0.0,27.0,27.061919504643964,33.0,16.0,8741.0,323.0
191.0,2019-12-20 08:30:00,1.0,0.0,38.0,37.53846153846154,39.0,35.0,488.0,13.0
191.0,2019-12-24 12:30:00,0.0,0.0,23.0,23.161648177496037,25.0,13.0,14615.0,631.0
191.0,2019-12-24 12:30:00,0.0,1.0,10.0,9.933333333333334,12.0,8.0,298.0,30.0
191.0,2019-12-24 13:00:00,0.0,0.0,23.0,22.638333333333332,27.0,19.0,40749.0,1800.0
191.0,2019-12-24 13:30:00,0.0,0.0,18.0,18.04542462146149,23.0,14.0,27411.0,1519.0
191.0,2019-12-29 14:00:00,0.0,1.0,3.0,3.0,4.0,2.0,111.0,37.0
191.0,2019-12-29 14:30:00,0.0,1.0,3.0,3.541818181818182,9.0,2.0,974.0,275.0
191.0,2020-03-30 19:30:00,0.0,1.0,1.0,1.3055555555555556,3.0,0.0,188.0,144.0
191.0,2020-03-30 20:00:00,0.0,1.0,1.0,1.2439024390243902,2.0,1.0,51.0,41.0
191.0,2020-03-31 11:00:00,0.0,1.0,3.0,3.2377777777777776,9.0,0.0,1457.0,450.0
191.0,2020-04-01 15:00:00,0.0,1.0,3.0,2.5817610062893084,5.0,0.0,4105.0,1590.0
191.0,2020-04-01 15:30:00,0.0,1.0,3.0,3.010832383124287,6.0,0.0,5281.0,1754.0
191.0,2020-04-03 14:30:00,0.0,1.0,9.0,8.025125628140703,12.0,3.0,1597.0,199.0
191.0,2020-04-03 15:00:00,0.0,1.0,7.0,7.189455388180765,10.0,5.0,12409.0,1726.0
191.0,2020-04-03 15:30:00,0.0,1.0,7.0,6.733519553072625,10.0,4.0,12053.0,1790.0
191.0,2020-04-03 16:00:00,0.0,1.0,6.0,6.566666666666666,10.0,4.0,11820.0,1800.0
191.0,2020-04-03 16:30:00,0.0,1.0,8.0,7.809420289855073,10.0,5.0,10777.0,1380.0
191.0,2020-04-04 01:30:00,0.0,0.0,13.0,13.266666666666667,14.0,13.0,796.0,60.0
191.0,2020-04-04 01:30:00,0.0,1.0,10.0,10.109324758842444,12.0,5.0,3144.0,311.0
191.0,2020-04-04 02:00:00,0.0,0.0,14.0,13.714285714285715,14.0,13.0,192.0,14.0
191.0,2020-04-04 02:00:00,0.0,1.0,11.0,11.0,12.0,10.0,176.0,16.0
191.0,2020-04-04 07:30:00,0.0,1.0,0.0,0.011904761904761904,1.0,0.0,2.0,168.0
191.0,2020-04-06 18:30:00,0.0,0.0,13.0,13.285714285714285,14.0,13.0,930.0,70.0
191.0,2020-04-06 18:30:00,0.0,1.0,10.0,9.728107777097367,12.0,6.0,15886.0,1633.0
191.0,2020-04-06 19:00:00,0.0,0.0,15.0,16.45136186770428,26.0,13.0,12684.0,771.0
191.0,2020-04-06 19:00:00,0.0,1.0,10.0,10.546812749003985,12.0,8.0,10589.0,1004.0
191.0,2020-04-06 19:30:00,0.0,0.0,15.0,15.61766644693474,27.0,13.0,23692.0,1517.0
191.0,2020-04-06 19:30:00,0.0,1.0,12.0,11.561837455830391,12.0,10.0,3272.0,283.0
191.0,2020-04-06 20:00:00,0.0,0.0,22.0,21.95148247978437,30.0,16.0,8144.0,371.0
191.0,2020-04-06 20:30:00,0.0,0.0,14.0,14.465060240963854,17.0,13.0,6003.0,415.0
191.0,2020-04-06 20:30:00,0.0,1.0,6.0,7.090712742980561,12.0,3.0,3283.0,463.0
191.0,2020-04-06 21:00:00,0.0,0.0,15.0,15.439330543933055,20.0,13.0,3690.0,239.0
191.0,2020-04-06 21:00:00,0.0,1.0,10.0,8.382978723404255,12.0,2.0,788.0,94.0
191.0,2020-04-07 09:30:00,0.0,0.0,20.0,19.838738738738734,25.0,16.0,22021.0,1110.0
191.0,2020-04-07 10:00:00,0.0,0.0,21.0,20.738888888888887,24.0,16.0,37330.0,1800.0
191.0,2020-04-07 10:30:00,0.0,0.0,22.0,21.865950226244344,25.0,13.0,38659.0,1768.0
191.0,2020-04-07 10:30:00,0.0,1.0,6.0,7.25,12.0,5.0,232.0,32.0
191.0,2020-04-07 11:00:00,0.0,0.0,14.0,14.588940092165899,20.0,13.0,15829.0,1085.0
191.0,2020-04-07 11:00:00,0.0,1.0,11.0,10.46103896103896,12.0,4.0,4833.0,462.0
191.0,2020-04-07 11:30:00,0.0,0.0,13.0,13.488095238095234,16.0,13.0,1133.0,84.0
191.0,2020-04-07 11:30:00,0.0,1.0,11.0,10.848314606741571,12.0,9.0,1931.0,178.0
191.0,2020-04-07 12:00:00,0.0,0.0,19.0,19.085062240663905,23.0,13.0,9199.0,482.0
191.0,2020-04-07 12:00:00,0.0,1.0,11.0,11.125,12.0,10.0,178.0,16.0
191.0,2020-04-07 12:30:00,0.0,0.0,19.0,18.6463768115942,22.0,13.0,6433.0,345.0
191.0,2020-04-07 12:30:00,0.0,1.0,6.0,6.550512445095168,12.0,4.0,4474.0,683.0
191.0,2020-04-07 15:00:00,0.0,0.0,16.0,15.722991689750693,23.0,13.0,5676.0,361.0
191.0,2020-04-07 15:00:00,0.0,1.0,11.0,10.795454545454543,12.0,8.0,950.0,88.0
191.0,2020-04-07 19:00:00,0.0,0.0,14.0,13.87885462555066,16.0,13.0,6301.0,454.0
191.0,2020-04-07 19:00:00,0.0,1.0,11.0,11.307984790874526,12.0,10.0,2974.0,263.0
191.0,2020-04-08 09:00:00,0.0,0.0,25.0,24.237531699070157,28.0,14.0,28673.0,1183.0
191.0,2020-04-08 09:00:00,0.0,1.0,6.0,5.691176470588236,12.0,3.0,387.0,68.0
191.0,2020-04-08 09:30:00,0.0,0.0,25.0,25.01388888888889,29.0,20.0,45025.0,1800.0
191.0,2020-04-08 10:00:00,0.0,0.0,21.0,21.113333333333333,25.0,15.0,38004.0,1800.0
191.0,2020-04-08 10:30:00,0.0,0.0,21.0,21.012222222222217,27.0,16.0,37822.0,1800.0
191.0,2020-04-08 11:00:00,0.0,0.0,25.0,24.112777777777783,27.0,19.0,43403.0,1800.0
191.0,2020-04-08 11:30:00,0.0,0.0,23.0,22.45555555555556,26.0,18.0,40420.0,1800.0
191.0,2020-04-08 12:00:00,0.0,0.0,16.0,16.828843995510663,23.0,13.0,29989.0,1782.0
191.0,2020-04-08 12:00:00,0.0,1.0,12.0,11.888888888888891,12.0,11.0,214.0,18.0
191.0,2020-04-08 12:30:00,0.0,0.0,14.0,14.393168117883455,19.0,13.0,21489.0,1493.0
191.0,2020-04-08 12:30:00,0.0,1.0,12.0,11.667752442996745,12.0,10.0,3582.0,307.0
191.0,2020-04-08 13:00:00,0.0,0.0,13.0,13.621621621621617,17.0,13.0,4032.0,296.0
191.0,2020-04-08 13:00:00,0.0,1.0,10.0,9.613031914893618,12.0,6.0,14458.0,1504.0
191.0,2020-04-08 13:30:00,0.0,1.0,8.0,7.681111111111112,12.0,5.0,13826.0,1800.0
191.0,2020-04-08 14:00:00,0.0,0.0,13.0,13.0,13.0,13.0,52.0,4.0
191.0,2020-04-08 14:00:00,0.0,1.0,8.0,7.9359688195991085,12.0,5.0,14253.0,1796.0
191.0,2020-04-08 14:30:00,0.0,1.0,6.0,5.8983333333333325,10.0,2.0,10617.0,1800.0
191.0,2020-04-08 15:00:00,0.0,1.0,5.0,5.131470829909613,9.0,2.0,6245.0,1217.0
191.0,2020-04-08 21:00:00,0.0,1.0,2.0,1.8719512195121952,4.0,0.0,307.0,164.0
191.0,2020-04-08 21:30:00,0.0,1.0,3.0,2.504854368932039,4.0,0.0,774.0,309.0
191.0,2020-04-09 09:00:00,0.0,1.0,3.0,3.1070811744386875,6.0,1.0,1799.0,579.0
191.0,2020-04-09 09:30:00,0.0,1.0,3.0,3.477508650519032,6.0,2.0,1005.0,289.0
191.0,2020-04-09 20:30:00,0.0,1.0,3.0,3.2848751835535976,6.0,0.0,2237.0,681.0
191.0,2020-04-10 11:30:00,0.0,1.0,2.0,2.5005336179295625,5.0,1.0,2343.0,937.0
191.0,2020-04-10 12:00:00,0.0,0.0,23.0,22.0,25.0,18.0,66.0,3.0
191.0,2020-04-10 12:00:00,0.0,1.0,3.0,3.3210907067334445,11.0,1.0,5968.0,1797.0
191.0,2020-04-10 12:30:00,0.0,0.0,18.0,18.669642857142858,34.0,13.0,2091.0,112.0
191.0,2020-04-10 12:30:00,0.0,1.0,4.0,4.2752075919335715,12.0,2.0,7208.0,1686.0
191.0,2020-04-10 12:30:00,1.0,0.0,35.0,35.0,35.0,35.0,70.0,2.0
191.0,2020-04-10 13:00:00,0.0,0.0,14.0,13.538461538461537,14.0,13.0,176.0,13.0
191.0,2020-04-10 13:00:00,0.0,1.0,4.0,4.391498881431767,12.0,1.0,7852.0,1788.0
191.0,2020-04-10 13:30:00,0.0,1.0,4.0,3.8397212543554007,8.0,1.0,2204.0,574.0
191.0,2020-04-11 09:30:00,0.0,0.0,14.0,14.059815950920242,18.0,13.0,18334.0,1304.0
191.0,2020-04-11 09:30:00,0.0,1.0,12.0,11.697211155378485,12.0,10.0,2936.0,251.0
191.0,2020-04-11 10:00:00,0.0,0.0,14.0,14.694127243066886,21.0,13.0,18015.0,1226.0
191.0,2020-04-11 10:00:00,0.0,1.0,12.0,11.32404181184669,12.0,9.0,6500.0,574.0
191.0,2020-04-11 10:30:00,0.0,0.0,14.0,13.853628536285365,19.0,13.0,11263.0,813.0
191.0,2020-04-11 10:30:00,0.0,1.0,11.0,10.711796246648793,12.0,2.0,7991.0,746.0
191.0,2020-04-11 17:30:00,0.0,0.0,13.0,13.230769230769232,14.0,13.0,1892.0,143.0
191.0,2020-04-11 17:30:00,0.0,1.0,10.0,10.594594594594595,12.0,8.0,15680.0,1480.0
191.0,2020-04-11 18:00:00,0.0,0.0,13.0,13.300751879699247,15.0,13.0,1769.0,133.0
191.0,2020-04-11 18:00:00,0.0,1.0,11.0,10.678030303030305,12.0,8.0,5638.0,528.0
191.0,2020-04-22 10:00:00,0.0,0.0,13.0,13.309090909090907,14.0,13.0,732.0,55.0
191.0,2020-04-22 10:00:00,0.0,1.0,10.0,9.950576606260297,12.0,7.0,12080.0,1214.0
191.0,2020-04-22 10:30:00,0.0,0.0,13.0,13.230769230769232,14.0,13.0,344.0,26.0
191.0,2020-04-22 10:30:00,0.0,1.0,9.0,9.087936865839911,12.0,6.0,16122.0,1774.0
191.0,2020-04-22 11:00:00,0.0,0.0,13.0,13.384615384615385,14.0,13.0,174.0,13.0
191.0,2020-04-22 11:00:00,0.0,1.0,9.0,9.03917179630666,12.0,6.0,16153.0,1787.0
191.0,2020-04-22 11:30:00,0.0,0.0,13.0,13.314814814814815,14.0,13.0,719.0,54.0
191.0,2020-04-22 11:30:00,0.0,1.0,10.0,9.660366552119127,12.0,6.0,16867.0,1746.0
191.0,2020-04-22 12:00:00,0.0,0.0,13.0,13.454545454545455,15.0,13.0,592.0,44.0
191.0,2020-04-22 12:00:00,0.0,1.0,10.0,9.40774487471526,12.0,5.0,16520.0,1756.0
191.0,2020-04-22 12:30:00,0.0,0.0,14.0,13.583333333333336,14.0,13.0,163.0,12.0
191.0,2020-04-22 12:30:00,0.0,1.0,9.0,8.628635346756152,12.0,5.0,15428.0,1788.0
191.0,2020-04-22 13:00:00,0.0,1.0,8.0,8.127222222222223,12.0,5.0,14629.0,1800.0
191.0,2020-04-22 13:30:00,0.0,1.0,7.0,7.0531645569620265,10.0,6.0,2786.0,395.0
191.0,2020-04-23 11:30:00,0.0,0.0,19.0,19.32514817950889,25.0,15.0,22823.0,1181.0
191.0,2020-04-23 12:00:00,0.0,0.0,21.0,20.503888888888888,25.0,15.0,36907.0,1800.0
191.0,2020-04-23 12:30:00,0.0,0.0,21.5,21.496666666666666,25.0,16.0,38694.0,1800.0
191.0,2020-04-23 13:00:00,0.0,0.0,21.0,21.456666666666667,25.0,17.0,38622.0,1800.0
191.0,2020-04-23 13:30:00,0.0,0.0,21.0,20.871666666666666,31.0,16.0,37569.0,1800.0
191.0,2020-04-23 14:00:00,0.0,0.0,21.0,21.200555555555557,25.0,16.0,38161.0,1800.0
191.0,2020-04-23 14:30:00,0.0,0.0,22.0,21.654444444444447,26.0,16.0,38978.0,1800.0
191.0,2020-04-23 15:00:00,0.0,0.0,22.5,22.23333333333333,26.0,18.0,40020.0,1800.0
191.0,2020-04-23 15:30:00,0.0,0.0,23.0,22.492777777777782,27.0,19.0,40487.0,1800.0
191.0,2020-04-23 16:00:00,0.0,0.0,22.0,22.03611111111111,25.0,17.0,39665.0,1800.0
191.0,2020-04-23 16:30:00,0.0,0.0,23.0,22.426111111111112,27.0,19.0,40367.0,1800.0
191.0,2020-04-23 17:00:00,0.0,0.0,23.0,22.99,27.0,19.0,41382.0,1800.0
191.0,2020-04-23 17:30:00,0.0,0.0,24.0,24.125,28.0,21.0,43425.0,1800.0
191.0,2020-04-23 18:00:00,0.0,0.0,26.0,25.416991426344506,30.0,14.0,32610.0,1283.0
191.0,2020-04-28 10:00:00,0.0,0.0,20.0,21.505417956656352,33.0,13.0,27785.0,1292.0
191.0,2020-04-28 10:00:00,0.0,1.0,12.0,11.571428571428573,12.0,11.0,81.0,7.0
191.0,2020-04-28 10:30:00,0.0,0.0,17.0,17.30611111111111,22.0,14.0,31151.0,1800.0
191.0,2020-04-28 11:00:00,0.0,0.0,19.0,18.75611111111111,23.0,14.0,33761.0,1800.0
191.0,2020-04-28 11:30:00,0.0,0.0,22.0,21.992222222222217,28.0,16.0,39586.0,1800.0
191.0,2020-04-28 12:00:00,0.0,0.0,20.0,20.172222222222217,25.0,16.0,36310.0,1800.0
191.0,2020-04-28 12:30:00,0.0,0.0,19.0,19.33333333333333,23.0,15.0,34800.0,1800.0
191.0,2020-04-28 13:00:00,0.0,0.0,19.0,19.245,24.0,14.0,34641.0,1800.0
191.0,2020-04-28 13:30:00,0.0,0.0,21.0,21.168333333333333,25.0,16.0,38103.0,1800.0
191.0,2020-04-28 14:00:00,0.0,0.0,18.0,17.927777777777774,23.0,14.0,32270.0,1800.0
191.0,2020-04-28 14:30:00,0.0,0.0,19.0,18.71444444444445,23.0,14.0,33686.0,1800.0
191.0,2020-04-28 15:00:00,0.0,0.0,17.0,17.45388888888889,22.0,13.0,31417.0,1800.0
191.0,2020-04-28 15:30:00,0.0,0.0,16.0,15.704693611473274,21.0,13.0,24091.0,1534.0
191.0,2020-04-28 15:30:00,0.0,1.0,12.0,11.909090909090908,12.0,11.0,131.0,11.0
191.0,2020-05-06 18:30:00,0.0,1.0,0.0,0.2761904761904762,2.0,0.0,29.0,105.0
191.0,2020-05-18 14:00:00,0.0,0.0,13.0,13.275862068965518,15.0,13.0,1155.0,87.0
191.0,2020-05-18 14:00:00,0.0,1.0,10.0,9.74609375,12.0,6.0,7485.0,768.0
191.0,2020-05-18 14:30:00,0.0,1.0,2.0,2.663389242336611,10.0,0.0,4605.0,1729.0
191.0,2020-05-18 15:00:00,0.0,1.0,1.0,0.8088888888888889,5.0,0.0,1456.0,1800.0
191.0,2020-05-18 15:30:00,0.0,1.0,0.0,0.5477777777777778,3.0,0.0,986.0,1800.0
191.0,2020-05-18 16:00:00,0.0,1.0,1.0,1.0672222222222223,4.0,0.0,1921.0,1800.0
191.0,2020-05-18 16:30:00,0.0,1.0,0.0,0.4944444444444445,3.0,0.0,890.0,1800.0
191.0,2020-05-18 17:00:00,0.0,1.0,0.0,0.0661111111111111,2.0,0.0,119.0,1800.0
191.0,2020-05-18 17:30:00,0.0,1.0,0.0,0.06444444444444444,2.0,0.0,116.0,1800.0
191.0,2020-05-18 18:00:00,0.0,1.0,0.0,0.011111111111111113,1.0,0.0,20.0,1800.0
191.0,2020-05-18 18:30:00,0.0,1.0,0.0,0.00832870627429206,1.0,0.0,15.0,1801.0
191.0,2020-05-18 19:00:00,0.0,1.0,0.0,0.008888888888888889,1.0,0.0,16.0,1800.0
191.0,2020-05-18 19:30:00,0.0,1.0,0.0,0.022777777777777782,1.0,0.0,41.0,1800.0
191.0,2020-05-18 20:00:00,0.0,1.0,0.0,0.0011111111111111113,1.0,0.0,2.0,1800.0
191.0,2020-05-18 20:30:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1800.0
191.0,2020-05-18 21:00:00,0.0,1.0,0.0,0.01888888888888889,1.0,0.0,34.0,1800.0
191.0,2020-05-18 21:30:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1800.0
191.0,2020-05-18 22:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1800.0
191.0,2020-05-18 22:30:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,774.0
191.0,2020-05-23 09:30:00,0.0,0.0,14.0,14.391304347826088,17.0,13.0,662.0,46.0
191.0,2020-05-23 09:30:00,0.0,1.0,11.0,11.148936170212766,12.0,10.0,1048.0,94.0
191.0,2020-05-23 10:00:00,0.0,0.0,14.0,13.560253699788587,18.0,13.0,6414.0,473.0
191.0,2020-05-23 10:00:00,0.0,1.0,11.0,10.752072343632252,12.0,8.0,14268.0,1327.0
191.0,2020-05-23 10:30:00,0.0,0.0,14.0,13.873226111636708,17.0,13.0,14664.0,1057.0
191.0,2020-05-23 10:30:00,0.0,1.0,11.0,11.224764468371468,12.0,9.0,8340.0,743.0
191.0,2020-05-23 11:00:00,0.0,0.0,14.0,13.880597014925373,16.0,13.0,4650.0,335.0
191.0,2020-05-23 11:00:00,0.0,1.0,11.0,11.02673796791444,12.0,9.0,2062.0,187.0
191.0,2020-05-30 15:30:00,0.0,1.0,1.0,0.9451754385964912,2.0,0.0,431.0,456.0
191.0,2020-05-30 16:00:00,0.0,1.0,1.0,1.2148148148148148,3.0,0.0,164.0,135.0
192.0,2017-04-03 20:00:00,0.0,0.0,13.34,13.597323943661966,16.15,12.08,965.4099999999997,71.0
192.0,2017-04-03 20:00:00,0.0,1.0,11.670000000000002,11.502142857142855,11.93,10.45,161.03,14.0
192.0,2017-04-03 22:30:00,0.0,0.0,22.045,21.96431818181819,26.0,18.66,2899.2900000000013,132.0
192.0,2017-04-04 09:00:00,0.0,1.0,7.115,7.0233333333333325,7.27,6.57,42.14,6.0
192.0,2017-04-04 09:30:00,0.0,1.0,5.72,5.7350828729281815,7.88,2.77,2076.1000000000017,362.0
192.0,2017-04-06 09:30:00,0.0,1.0,2.0,1.9911304347826069,3.4,1.08,457.95999999999964,230.0
192.0,2017-04-14 09:00:00,0.0,1.0,6.92,6.910333333333334,9.7,4.73,1243.86,180.0
192.0,2017-05-06 15:00:00,0.0,1.0,2.77,3.0463764705882372,6.8,1.32,1294.7100000000007,425.0
192.0,2017-06-05 07:30:00,0.0,1.0,6.03,5.9989140271493255,8.26,3.54,1325.7600000000011,221.0
192.0,2017-06-05 17:00:00,0.0,1.0,7.8,7.977865853658539,10.82,5.42,1308.3700000000003,164.0
192.0,2017-06-06 07:30:00,0.0,1.0,2.38,2.607550200803212,5.8,1.22,649.2799999999999,249.0
192.0,2017-06-06 09:00:00,0.0,1.0,2.155,2.7822872340425535,11.41,1.17,523.0699999999998,188.0
192.0,2017-06-07 09:00:00,0.0,1.0,2.22,3.370843373493978,10.82,1.22,559.5600000000003,166.0
192.0,2017-06-07 18:00:00,0.0,1.0,7.69,7.903851351351352,11.71,4.73,1169.77,148.0
192.0,2017-06-08 09:00:00,0.0,0.0,12.19,12.19,12.3,12.08,24.380000000000006,2.0
192.0,2017-06-08 09:00:00,0.0,1.0,9.93,9.856351351351355,12.0,7.04,1458.7400000000007,148.0
192.0,2017-06-08 17:30:00,0.0,1.0,8.42,8.536166666666666,10.75,6.34,1024.34,120.0
192.0,2017-06-08 18:00:00,0.0,1.0,5.19,5.243749999999997,7.8,3.69,629.2499999999998,120.0
192.0,2017-06-10 08:30:00,0.0,0.0,18.03,17.547719298245617,21.03,12.15,1000.2200000000003,57.0
192.0,2017-06-10 08:30:00,0.0,1.0,9.7,9.63,11.78,7.27,202.23,21.0
192.0,2017-06-10 09:00:00,0.0,1.0,6.96,6.904854771784232,9.02,4.65,1664.0699999999995,241.0
192.0,2017-06-13 10:00:00,0.0,0.0,15.82,18.275151515151503,33.67,12.08,1206.1599999999996,66.0
192.0,2017-06-13 10:00:00,0.0,1.0,10.22,10.275845070422537,12.0,8.49,1459.1700000000005,142.0
192.0,2017-06-13 10:00:00,1.0,0.0,42.65,41.90444444444445,45.29,37.34,377.14,9.0
192.0,2017-06-21 09:30:00,0.0,1.0,5.57,5.737075098814232,11.12,2.71,1451.480000000001,253.0
192.0,2017-06-23 10:00:00,0.0,0.0,15.18,14.81266666666667,17.07,12.15,222.19000000000003,15.0
192.0,2017-06-23 10:00:00,0.0,1.0,5.88,6.155437262357419,12.0,1.94,1618.8800000000015,263.0
192.0,2017-06-23 20:00:00,0.0,1.0,2.12,2.358972602739726,6.26,0.82,688.8200000000003,292.0
192.0,2017-07-17 18:30:00,0.0,0.0,21.56,21.315333333333328,25.74,18.03,1918.38,90.0
192.0,2017-08-07 17:30:00,0.0,0.0,12.635,12.580833333333333,13.12,12.08,150.97,12.0
192.0,2017-08-07 17:30:00,0.0,1.0,8.95,8.848963414634149,11.93,4.73,4353.690000000001,492.0
192.0,2017-08-16 20:30:00,0.0,0.0,27.37,24.70400000000001,34.92,13.87,7781.760000000002,315.0
192.0,2017-08-16 20:30:00,1.0,0.0,36.39,36.58723076923077,40.12,35.1,2378.17,65.0
192.0,2017-08-17 18:30:00,0.0,0.0,12.975,12.848333333333334,13.34,12.15,77.09000000000002,6.0
192.0,2017-08-17 18:30:00,0.0,1.0,3.085,3.66948430493274,11.71,1.27,1636.5900000000022,446.0
192.0,2017-08-31 17:00:00,0.0,0.0,25.6,25.883396226415105,34.92,17.85,4115.460000000002,159.0
192.0,2017-08-31 17:00:00,1.0,0.0,37.055,37.537093023255814,42.43,35.1,3228.19,86.0
192.0,2017-08-31 20:30:00,0.0,0.0,31.31,31.622380952380947,34.56,28.82,664.0699999999998,21.0
192.0,2017-08-31 20:30:00,1.0,0.0,38.025,38.44564516129033,44.4,35.28,2383.630000000001,62.0
192.0,2017-08-31 21:00:00,0.0,0.0,34.03,33.60772727272728,34.92,30.35,739.3700000000001,22.0
192.0,2017-08-31 21:00:00,1.0,0.0,38.81,38.79518867924527,45.07,35.1,4112.289999999999,106.0
192.0,2017-09-20 19:00:00,0.0,0.0,14.1,14.590106382978721,19.32,12.08,2742.94,188.0
192.0,2017-09-20 19:00:00,0.0,1.0,11.49,11.3608,12.0,10.15,284.0200000000001,25.0
192.0,2017-09-21 18:00:00,0.0,0.0,14.215,14.168061224489806,16.9,12.08,1388.4700000000012,98.0
192.0,2017-09-21 18:00:00,0.0,1.0,11.12,10.953214285714287,12.0,9.4,306.69000000000005,28.0
192.0,2017-10-05 22:00:00,0.0,1.0,4.92,5.110943396226416,9.78,1.43,541.7600000000001,106.0
192.0,2017-10-05 22:30:00,0.0,1.0,1.88,2.128066037735847,5.03,0.94,451.14999999999964,212.0
192.0,2018-04-25 18:30:00,0.0,1.0,2.875,2.940227272727272,4.2,2.19,129.36999999999995,44.0
192.0,2018-04-25 19:00:00,0.0,1.0,3.12,3.467883435582823,9.17,1.38,1130.5300000000004,326.0
192.0,2019-04-17 08:00:00,0.0,0.0,22.0,22.883495145631066,27.0,20.0,7071.0,309.0
192.0,2019-06-19 08:30:00,0.0,0.0,16.0,15.977777777777776,17.0,15.0,719.0,45.0
192.0,2019-06-19 18:00:00,0.0,0.0,25.5,24.07142857142857,28.0,15.0,337.0,14.0
192.0,2019-06-19 18:00:00,0.0,1.0,7.0,6.804232804232805,10.0,3.0,2572.0,378.0
192.0,2019-06-25 07:30:00,0.0,1.0,6.0,5.675925925925926,11.0,3.0,1839.0,324.0
192.0,2019-06-25 08:00:00,0.0,0.0,14.0,14.311111111111114,17.0,13.0,644.0,45.0
192.0,2019-06-25 08:00:00,0.0,1.0,6.0,6.677758318739055,12.0,2.0,3813.0,571.0
192.0,2019-06-25 08:30:00,0.0,1.0,2.0,2.4298892988929888,4.0,1.0,1317.0,542.0
192.0,2019-06-25 09:00:00,0.0,1.0,2.0,2.110651499482937,4.0,0.0,2041.0,967.0
